item_id,interaction_count
0393334805,74
1946885983,74
1250140269,74
B00IJVAVT2,74
0544340973,74
1604682809,74
1604682973,74
0394748468,74
0765387867,74
030727828X,74
0618260307,74
0670021156,74
B00JJXV1AM,74
B08B1NQ4MP,74
0310245656,74
1250140706,74
1476707723,74
1982144408,74
B003BQZ86Q,74
B0C5BXDQZQ,74
152476101X,74
1737507714,74
1597893749,74
0988217600,74
1402270828,74
B01E37GL9O,74
194820956X,74
031643731X,74
0743498666,74
1593594852,74
0553213415,74
1501131389,74
B0040ZNZRG,74
1400097460,74
1590589726,74
1501184032,74
0062021273,74
1455520608,74
1400097029,74
1451648464,74
B005UK7TQ8,74
B0024CEY3G,74
0316229261,74
0385352093,74
B00R8KXSCM,74
1590527151,74
0399580352,74
1984823019,74
B009NG18Z8,74
0529123851,74
1503326667,74
1984814508,74
0060199652,74
0399583580,74
B00BATNQOW,74
140031836X,74
0789489856,74
0553802577,74
0307975878,74
0786966009,74
B091B2CCSZ,74
B003EGVD8A,74
0805096604,74
0062391909,74
1589252071,74
159555341X,74
0375506039,74
0553393103,74
0670012947,74
B07L5QT4H2,74
1440545170,74
1589236696,74
0789454726,74
052562094X,74
0062303821,74
0553496786,74
052553976X,74
0881929921,74
B08ZW38F5V,74
B07GKRPCPK,74
0307982033,74
0062270044,74
1589256093,74
B09VDQ4YQS,74
0062273205,74
0962088110,74
B01CDKRN22,74
0804178704,74
0553381555,74
0553535900,74
B07KZKSGCZ,74
1595540547,74
0375867430,74
0062242911,74
0525954562,74
0312060270,74
B01HMXRURS,74
1250296420,74
1594486247,74
0553383299,74
1792145454,74
0312630786,74
0553801341,74
B003S9VLGC,74
B00452V4EU,74
0793518326,74
0525522778,74
B07YG44LJD,74
0525533338,74
1501116444,74
1451697392,74
1984858904,74
1451697414,74
B01BSEZLX2,74
1593276036,74
1607740354,74
1414319355,74
0062348639,74
0310314690,74
0553580515,74
1599904535,74
0553580930,74
0515151505,74
1250058139,74
B00124KDQY,74
0316779423,74
B09VHWC5YK,74
0316955108,74
0593121961,74
0393061728,74
1599951681,74
1250791596,74
0321036638,74
1250812623,74
1591842948,74
0385521227,74
1400316499,74
0593328272,74
1942549431,74
0310344972,74
0307271862,74
B001R1LCKS,74
0736431187,74
1416524533,74
B000SEGK0M,74
0785134549,74
0440241901,74
0062136585,74
0718042220,74
B09V575VRP,74
B07JYH46VW,74
1450882560,74
1501172034,74
1501158058,74
B005MMDG2A,74
B000OVLKQI,74
0593201264,74
0545685362,74
B0047Y178O,74
B01ND0G1LY,74
054545901X,74
0062220969,74
0761177485,74
1414311648,74
B00VA3VU7S,74
B07HX3GK8M,73
1476740194,73
0140447601,73
B07FZN2S29,73
0545810620,73
B00AFZ902O,73
1572225076,73
150119349X,73
0763654116,73
0525564209,73
0385491026,73
B08KQ4WX6C,73
1402208766,73
0393089045,73
1449465145,73
1416599177,73
0965911381,73
B07JZJ9G2J,73
1432114891,73
0553805487,73
0547608322,73
B07VZ8ZKH2,73
1728250749,73
0062200909,73
142212312X,73
1402225180,73
1595825045,73
B016E3X2QK,73
1590171985,73
0764207946,73
0310337909,73
B07Q3Z2LTV,73
0545685370,73
B00GYAP848,73
1607740036,73
0767908163,73
B01HZP9P80,73
0142403709,73
0312641842,73
0385493800,73
B07WNYGN2H,73
0156001314,73
B01CCTPBB4,73
0385527403,73
1476714541,73
B00ALBR6F0,73
0307473996,73
B01B36DH40,73
031286583X,73
1250767083,73
B09KVCZCSM,73
B071D53XTR,73
B00OQS4GWU,73
B000FC1RA0,73
B09ZVJX964,73
0553392921,73
1933339098,73
0545942152,73
0802123295,73
1974604853,73
0060899190,73
1416589635,73
0312348649,73
1452110069,73
B01AQNYP6A,73
0143108271,73
B071VRDD4L,73
1416552197,73
0062267523,73
0060519134,73
B07S8LCBB7,73
1452106967,73
B07KKK5N7W,73
1600065945,73
0812564375,73
B08KGZ2FK8,73
160058358X,73
B00MYMPFIE,73
1455536342,73
0446544884,73
0062685341,73
0671742558,73
0525654836,73
0399171231,73
0385523920,73
0380731487,73
B0030CVPO0,73
1441317430,73
0425246914,73
B07WQNQWXR,73
0140288503,73
0836218663,73
0060522585,73
1400077427,73
0446604666,73
B07K1NW5J8,73
0143108573,73
B07XQPP491,73
162634342X,73
0062259652,73
0375402322,73
0553807994,73
B071LHHY85,73
1589258738,73
B007ZFPLY8,73
0385340540,73
B09Y4653JV,73
B0BYBS11BT,73
0965911373,73
0312553692,73
0471770884,73
0679728732,73
0316012823,73
148381579X,73
0803736991,73
1926760689,73
B00C4BA48G,73
B082X648MZ,73
0062651633,73
B00F8KX74S,73
B0873ZTV5Y,73
0307383415,73
0465014917,73
1483914941,73
B07W65VMJ4,73
B006OOT3DG,73
0385503857,73
0393321983,73
0062105450,73
B08P7T31KD,73
1250008123,73
B00BEJ7AL8,73
1465465715,73
1501174479,73
006302747X,73
B07336FLPQ,73
0307458059,73
1451617755,73
0451413199,73
0385335555,73
B000FC13T0,73
B003UBTVSI,73
0062371878,73
0140186409,73
0778313530,73
1602862508,73
1560258500,73
0785185321,73
1250175453,73
0345530977,73
0142417718,73
0812996062,73
0060842350,73
1623154529,73
B0BH7XBZRC,73
B00840CZ42,73
074343627X,73
0803615590,73
B06XHHB7S4,73
B000UZPH2G,73
0545307414,73
1465475621,73
B00C2CIOXY,73
0312423799,73
0441012035,73
0399157654,73
B077VM3HHJ,73
B008CPBFS6,73
B00HG1SZKI,73
B073YTRHSN,73
0761147632,73
1984819194,73
0061728985,73
B00L1XESY4,73
0803726570,73
1523394188,73
031286860X,73
B0019MPHT2,73
0803740816,73
0446401307,73
B00QL95Y4Q,73
0374230595,73
B09KTMLX91,73
B07NTH75Q1,73
1604592680,73
0764208349,73
0804138567,73
0545646316,73
0316381306,73
0345435419,73
1402752636,73
0061783188,73
1250761611,73
0800736524,73
1779501110,73
B00QJ61NN2,73
0544652266,73
0345434862,73
B004TQVQRM,73
0553348973,73
0062562851,73
0307730042,73
B00USSDKU6,73
0544103343,73
B00TIHY2ZU,73
B07WK1DMGJ,73
0812976827,73
198483603X,73
1101947748,73
0723257248,73
038553504X,73
0544617347,73
0849946492,73
B09CNFTDXQ,73
B079BZ6WG7,73
0062572237,73
0486432920,73
B086R8ZHBQ,73
0886773784,73
0800720415,73
1400033462,73
B00FML0SMW,73
B08NPLVHVN,73
B00O2F1BMA,73
157281893X,73
0812982428,73
B000P2A404,73
0684848597,73
0142409413,73
0910034796,73
B014EMQRRO,73
0544854411,73
1250808014,73
0830776583,73
0964729229,73
078523215X,73
0761139737,73
0684813483,73
B09Y47D78H,73
0698115813,73
0691147728,73
0140157379,73
B07WDD65SZ,73
0451498895,73
0684853159,73
1455502014,73
1414386893,73
B007SOU3VC,73
B08VKLGQ71,73
1439167397,73
B01GZUC754,73
B00CYPPRFM,73
0394810767,73
0062464345,73
B00B7NPS1U,73
0062274457,73
B002J05GOO,73
1338139304,73
0395957737,73
0306846365,73
1501140086,73
0688156819,73
1416950737,73
0670026638,73
0061991058,73
0394805666,73
1416909710,73
B00P42X2HC,73
1501138227,73
1580176917,73
0399257454,73
0811876438,73
055349919X,73
0759555400,73
1901983056,73
0061997161,73
0399174117,73
0375862080,73
1539762017,73
1455509337,73
0425189244,73
1477821937,73
B000FCKPJO,73
158240805X,73
074323491X,73
B07QPP2N1P,73
1250272815,73
0345368754,73
158234180X,73
0195019199,73
052551502X,73
B0BKL1DFTV,73
1401948073,73
B07CBMRLQ6,73
B00PJ50YZ2,73
0763622621,73
B003D9AN3O,73
B00JZBB01I,73
B00DIEYMMC,73
0805446826,73
0062414224,73
0765322889,73
0394800028,73
1453661387,73
0486797953,73
140195250X,73
B00PF09SPI,73
0385354045,73
B07QCR28C3,73
B082B7WQ8W,73
B004XFZ2E2,73
B07TRM5WKN,73
1328791823,73
0385350864,73
B01BD1SU8S,73
0312492642,73
B00GL9T2LW,73
B00YTNMHEQ,73
B09FZP85TC,73
B009KUX1KM,73
1434810607,73
1477847723,73
1416545182,73
0891418148,73
B004QOA2KY,73
0373211104,73
0141441143,73
0394800869,73
0316016381,73
0375861300,73
B01N5VJFV3,73
0345807332,73
0939144115,73
0767905288,73
0156329301,73
1643527150,73
0345384687,73
B01LZ2HO4W,73
0385341652,73
0515139750,73
133818959X,73
B00H6EOJ1Y,73
B08H7XH6HV,73
B00Q0MBKOM,73
1452134235,73
0399252967,73
0394507630,73
0765342294,73
0525540954,73
0718041542,73
B0097D7DMY,73
0394848365,73
0316185396,73
125014485X,73
1250025230,73
1439133948,73
1474821545,72
1423218655,72
B009NQZPCU,72
1483816648,72
1250123038,72
0307956024,72
0321823745,72
B076TBXS9W,72
B00C4BA5A8,72
0307700313,72
0670022136,72
0061214655,72
0064407683,72
125001333X,72
0803731957,72
0760368724,72
1639101705,72
B00GQA7QFU,72
1574327046,72
0375714723,72
0316075639,72
145164311X,72
0345497945,72
0062887890,72
0399161570,72
0062693980,72
0316013935,72
1554072832,72
0802123457,72
0316211125,72
0763680869,72
0880620951,72
1523501227,72
014241557X,72
B01ETQRPF8,72
1560109904,72
1400318033,72
0307273563,72
0385350902,72
B07D61LQ4D,72
0312576986,72
B07H41B9CF,72
B00A8LT8AY,72
1477830138,72
0553572393,72
0735223521,72
0399183973,72
0439627680,72
B0095BV3FG,72
0811214044,72
1416571736,72
1501126393,72
0812994043,72
B001A8FGDM,72
0312426119,72
B0042JSNXG,72
B01EWDIZK2,72
B01MST0QOQ,72
1439150036,72
0062235796,72
1590514882,72
1575423081,72
0439865417,72
B00U1S024A,72
0936184388,72
1250019699,72
0763665290,72
0425243931,72
034552912X,72
0684848155,72
0857752634,72
B01CNPIS1W,72
0345528875,72
B0BGZWX2GM,72
1250787513,72
B00DGSCO0C,72
0440244404,72
1250308941,72
B08M16L6XD,72
B01MT4X1QD,72
B009AKL44C,72
B08XPRZWNP,72
B00QU7J62K,72
B006FH0BX8,72
1845769287,72
B07GXFMY6K,72
B00NNNCA7M,72
0345340248,72
B0099RFUDC,72
038531387X,72
0800722108,72
1423431200,72
0375724389,72
1581806507,72
0590445103,72
133552245X,72
B086XH83JN,72
0736436197,72
1416586628,72
0778802019,72
B07M5VB33K,72
0375828826,72
098275406X,72
1119311187,72
B0071BGOJC,72
B00MQKTWEW,72
B07TTZRK8Y,72
B006RBH7RU,72
0425160394,72
B004Z2I3SK,72
159668707X,72
B08FNN2DS7,72
0849946514,72
1401307450,72
1501119796,72
0547336055,72
0345534212,72
B07487VHMF,72
1416927832,72
B0048EKO0U,72
1572436972,72
0764207075,72
0345472357,72
1423117107,72
0800736370,72
B013FBNYTE,72
1501168371,72
B003VIWNWG,72
0156421178,72
1582407754,72
0062207393,72
1594749582,72
031609739X,72
1449476651,72
B0170HJAMY,72
1465409297,72
0399226842,72
0983888787,72
1501160842,72
0142421715,72
B00ANW13U6,72
0375825444,72
B09PSXRWMY,72
1534441603,72
0679762108,72
B00HP1LVD2,72
B0851SPF31,72
B005CL8EZA,72
B097QB5578,72
B001AX9QT2,72
B004XOGR56,72
1423122607,72
B07T6LQJFF,72
B000FBJGEU,72
B000JMKO96,72
0765351544,72
B000FBJG0E,72
B08X7HTLZL,72
1250183979,72
0062187708,72
1591931053,72
0764207970,72
B005AVIZ6U,72
B01MYCJC65,72
0316091049,72
1400073103,72
0062209841,72
1582703051,72
1942556586,72
051512317X,72
1572229551,72
145491811X,72
0964425831,72
0764207962,72
0310315476,72
0932551467,72
0439649498,72
168052125X,72
1401323901,72
0547028644,72
B07D9SH8RK,72
B09R6MR7GF,72
0671024256,72
1250128544,72
0736430636,72
B008BUYQ9M,72
0440136482,72
0374173958,72
0062868918,72
0689878451,72
1400073979,72
B00655U5MW,72
1569317771,72
1937538931,72
1982158115,72
B005C50KA8,72
1597801054,72
B0133Z3D48,72
B00O4E6JIA,72
1563890119,72
0446577898,72
1948209543,72
B00SRY5G3W,72
153342974X,72
1492626015,72
B07C27LJ6V,72
1600595871,72
0064409597,72
B0052RDIN2,72
1623363586,72
1439136807,72
1612123317,72
B08GLWCZTY,72
042528140X,72
198480538X,72
0399160310,72
1416585869,72
1740899806,72
1601428855,72
B005CKI3LQ,72
0743289579,72
0593333039,72
B08VJ22R9X,72
0385349483,72
0312147015,72
1681921405,72
1401247113,72
0399161775,72
1401943705,72
148472822X,72
0761189165,72
B00FDRWK7Q,72
1451621744,72
B07T4ZTRCQ,72
1591840562,72
0312278675,72
1616088338,72
0765387468,72
1797205099,72
B00B000O8C,72
0811857719,72
1476758573,72
1524742058,72
0307453421,72
037321071X,72
0312970633,72
0142401757,72
B072LD8JG9,72
1416985808,72
0385489498,72
1401265138,72
1523503548,72
030014332X,72
B005WWC62G,72
1503953572,72
0307962954,72
0061452068,72
B00CFADU3C,72
1606840592,72
B09C681LRX,72
1476756554,72
0380730138,72
B07Q2FXGRH,72
B0953L1WP9,72
1426308531,72
0062076213,72
1596434872,72
B001FA0W4I,72
1250163587,72
0399169121,72
B007M0M8EW,72
1451665164,72
0618494960,72
B08DSWRN3D,72
1400075718,72
0060788194,72
1578562589,72
0694006386,72
039916927X,72
031655166X,72
1551051222,72
0761193634,72
1408803011,72
0804178321,72
1481464442,72
0440221471,72
0486229270,72
1590121929,72
0785288244,72
0449213447,72
0486247104,72
0345423496,72
1635575621,72
0310724392,72
B015EDKD22,72
1683310969,72
1595547932,72
B07MQWGVC6,72
0060545607,72
0385392079,72
1328498859,72
1481403184,72
B00DPM9088,72
B079NWFFNF,72
0062398083,72
B08F6X4JC9,72
0812538366,72
1940026032,72
B074YM2R1N,72
B082GKZ464,72
1250150183,72
B08WR4WP6R,72
0385385153,72
B00P1JGD8I,72
B07HP9XGY8,72
B07SJY3494,72
0375822232,72
B010KJF7TE,72
0553448234,72
1594206791,72
0743491483,72
076791547X,72
0399152288,72
1402768508,72
0872866831,72
144130262X,72
1933615591,72
1565237285,72
B008RCX4RE,72
1607055724,72
147673190X,72
1892784351,72
0486400980,72
B0BCHN6WWV,72
0811875040,72
0618968415,72
0316185361,72
B001652HUO,72
1402215231,72
0385376197,72
1503951456,72
1250076978,72
1502760274,72
B08FBWVLVY,72
0446582778,72
1250279313,72
1594205388,72
006226740X,72
1338111507,72
1592408990,72
030796034X,72
B07HLYR1R4,72
0471134473,72
B01LWRGM7R,72
1577489144,72
B011JZ5OFK,72
0312696957,72
1481492209,72
1590173465,72
080416990X,72
0446607711,72
006291409X,72
047097799X,72
0800719670,72
0062086529,72
0812977211,72
1577683676,72
0547735022,71
0765319853,71
0061578908,71
0345548639,71
B006UMI20C,71
0976918544,71
0385348908,71
0307473007,71
0764537148,71
0312428189,71
0385517084,71
0446699543,71
B009SAUZRG,71
1101997095,71
006621131X,71
0310266246,71
1565235851,71
0838814603,71
0312374984,71
B08X8V2V7Y,71
1439157081,71
B09Q2X1R1S,71
0064400034,71
B00E9W6Q6W,71
B00AFPVQK8,71
0441014003,71
0062351354,71
B01LP3TGMI,71
0553593080,71
B00M6F2ONI,71
0996696032,71
B004XNZ62W,71
B071VP79TZ,71
0310522552,71
0345485602,71
0553580078,71
1624143180,71
1892764040,71
0307730069,71
B0052ZDW8A,71
0910791627,71
0593500164,71
067003777X,71
1476755744,71
0385531427,71
1250179831,71
1632506386,71
0545540879,71
B09GB6MJC2,71
1606841696,71
B092577K93,71
0441304834,71
0877798192,71
0307452360,71
B00H6W47JU,71
1594634114,71
1452203407,71
0553512331,71
0345516109,71
0525952993,71
B07DN84KTZ,71
0061567191,71
0316007021,71
1540665275,71
1945256737,71
B008P929VG,71
0452271878,71
0486285421,71
0811868656,71
1426211562,71
1612389643,71
0448428725,71
B07XN7GJYD,71
0393058476,71
B08W2XP37W,71
1572814993,71
B000OIZV16,71
B00AQAD1Z0,71
0425179451,71
0525948740,71
B01NBZXMTT,71
0375866833,71
0064440206,71
1558530983,71
1616558458,71
B079BF26XW,71
0316097543,71
0374288909,71
0984087311,71
1501139169,71
B0925MZBQC,71
0375507485,71
1601425414,71
1932855416,71
0385735359,71
1982115084,71
B018GEKCE0,71
0812979656,71
0470651725,71
0316051640,71
0310338492,71
B073PZDYZG,71
B01A8HX6FA,71
0316289124,71
B003JTHMPA,71
1564775348,71
0062026518,71
B004XFYIE2,71
0143125834,71
0671739166,71
1338233580,71
B00IK15UHO,71
B00WPQUFW0,71
0399574328,71
1936661837,71
160059672X,71
B00HLIYY2E,71
1565129601,71
1455503959,71
0515154075,71
0307278123,71
0307381765,71
1368013996,71
0694008621,71
0912986212,71
1402705417,71
B00CIZ8TAI,71
0060845503,71
0385540612,71
1250787785,71
110199715X,71
B091J698FX,71
0767905938,71
B06XCGCQHC,71
B01CLOBL1E,71
1982694653,71
0143127853,71
B00I11O5M4,71
B09NS4KFS3,71
B0082OKDJO,71
0385354304,71
0062198505,71
0307978966,71
0345532740,71
B000N8OKAU,71
0786966890,71
0385538731,71
1643136747,71
0385733410,71
B004ZRM02A,71
B06XY7DCQH,71
1615640320,71
0307021688,71
0316008958,71
0307389936,71
B010ZZY15Y,71
1465419217,71
1507574444,71
141273486X,71
0440241537,71
0679772677,71
0446546933,71
044661758X,71
1101872004,71
0375828095,71
1607745518,71
0915230151,71
1465424644,71
0316376574,71
B0BF19KGH8,71
0374102414,71
1101967684,71
0143104918,71
B004UJIW2K,71
0691147787,71
1595552529,71
B084H6RVM5,71
1440525889,71
193449030X,71
0764567594,71
B01LYUBNGO,71
1936493861,71
1465409602,71
0345396685,71
B00EUWPEQ4,71
0515134511,71
0062207512,71
0316241334,71
0439916186,71
0385348452,71
0345434803,71
1400040418,71
0525539522,71
B086FPDGGF,71
0375839046,71
1683226062,71
1624426026,71
1583335447,71
0062236733,71
140278404X,71
029274322X,71
1575422964,71
0545206995,71
1476784949,71
0778313654,71
B07FT817HD,71
0738726915,71
B083QMLNZ6,71
0061231428,71
0425284352,71
1605531618,71
1455523550,71
0544022491,71
1574219618,71
B00CN0P0NM,71
1250161665,71
1943893217,71
B07W6XMDZY,71
0385753063,71
0451232682,71
B07P8V7BSS,71
B00BDQ3AHK,71
0385546130,71
B009YLG0Q4,71
145163806X,71
0062107909,71
B00LRIRBDI,71
0743270371,71
B08776WJ9H,71
0470372273,71
1476758794,71
1250618843,71
0451213637,71
0399183655,71
0545060397,71
0062980076,71
B00O4GUH0Y,71
006274836X,71
1455557102,71
0064436160,71
1416540261,71
030709698X,71
0553535676,71
1933916168,71
0316429090,71
0525420886,71
0312984820,71
0671027581,71
0590371258,71
0756406757,71
B00U88YMLC,71
1455523151,71
161773232X,71
0399154388,71
1400030722,71
0312947054,71
B07T3XGLW1,71
1608873145,71
0385342942,71
1439193630,71
B08L49VFFM,71
0062382802,71
B0063CWKR0,71
0307377903,71
B08L64B613,71
0345447980,71
B00R8B8L0K,71
0679720227,71
0871922401,71
1595143661,71
B00C5R7ALI,71
0312947437,71
1517562562,71
0671028456,71
B002RKT6QK,71
B06W2LK9P4,71
0060531231,71
1414336063,71
0679726101,71
1621280004,71
1941325203,71
0670018708,71
0425256189,71
1400030927,71
B0BXNJCGGT,71
0785219706,71
034549749X,71
0451231740,71
B00E2RXJ6E,71
B08N5MQYJ5,71
B0081KYZPW,71
1101934743,71
1584859776,71
0316602051,71
0758266928,71
B008GETO0O,71
0307956393,71
0486494993,71
1250133831,71
1601630239,71
1904994873,71
B07RKW28HG,71
B00ADEJGNK,71
1930429002,71
1484724054,71
1426311133,71
B07ZDG34ZC,71
B000FC128C,71
1594632588,71
1439178232,71
B001UFP6A8,71
1501116843,71
0316743003,71
B071GMV4Y5,71
B00AB77M5S,71
0736921354,71
B00CQZ65BU,71
1476717478,71
0786866586,71
0375707425,71
031028418X,71
0316767727,71
1400322898,71
1608196119,71
1250010691,71
B00DMCV7YQ,71
1534437673,71
B00546IDP4,71
1455520640,71
0375851232,71
B07VLB1174,71
0060266686,71
1416576754,71
054542495X,71
1441317562,71
1414312725,71
0062292439,71
B09RZZWN3T,71
B009VMBYLW,71
B00FN9G0KM,71
1496720199,71
0316316334,71
1401249337,71
0062024353,71
B07TB698NT,71
0764210718,71
1786030683,71
0486481794,71
0062116290,71
0521809266,71
0375859349,71
B000FC12LE,71
0553286447,71
045122650X,71
1411434854,71
0399167919,70
B00U1WOAG2,70
1936097109,70
1455561797,70
0425234339,70
B004KZP18W,70
0306809907,70
006233669X,70
0307406105,70
1250295637,70
B000FC10ZC,70
0553418815,70
B09L4Y3CDT,70
0062218336,70
1534405607,70
150114734X,70
B006AKAQE4,70
1250783364,70
1563834332,70
0140045295,70
B003TZLWTG,70
0553593544,70
0684813785,70
0133979792,70
1979992657,70
0345531965,70
145151705X,70
1455576387,70
1550374842,70
0375414967,70
1598695444,70
1400067898,70
B077F311Z3,70
B00J84KPYK,70
B004T4N366,70
0061491888,70
0062294822,70
1451621299,70
1595143203,70
B004KZOWEG,70
0553588249,70
0786967250,70
164845044X,70
0451225007,70
0553392905,70
0553593455,70
B0741DSKCK,70
B07NTYW5HN,70
0836218221,70
0425216594,70
0062304089,70
B076CWNMRF,70
0451463471,70
B003LL2Z4Y,70
0060751967,70
B07J4VJL3C,70
1416590315,70
0312495412,70
178681630X,70
038080560X,70
0842313079,70
0915811057,70
B00GM7NXKE,70
B00U9T2QVI,70
1951791479,70
0061431397,70
1416963960,70
0307266109,70
0449213013,70
1250268826,70
B09R65NQ5L,70
038000321X,70
B08QS3M7PD,70
1594631573,70
1596682833,70
1594485755,70
1596435690,70
0689835825,70
B00BC21SWE,70
B0067TGV0Q,70
0345531078,70
B00N5W2HX8,70
1416914293,70
0743234715,70
B08BLT4K1T,70
1421542420,70
0399581421,70
0062280686,70
0547577117,70
149263817X,70
1492637254,70
B0746649KT,70
0375836519,70
159668139X,70
0062876007,70
0990963527,70
0735213003,70
1566955343,70
1568989695,70
0761174907,70
0312377630,70
0882899406,70
0945053797,70
0848757076,70
0399169113,70
1594749817,70
0800726634,70
0593098951,70
1400318076,70
0800719603,70
1250232422,70
B004TPCRVC,70
0553248642,70
B0768PYVPQ,70
B07H96GCTT,70
145551599X,70
0062215507,70
1524763241,70
1931412065,70
0446572764,70
081299566X,70
077831166X,70
0545206960,70
0486478475,70
B07ZTSLKMM,70
073522370X,70
1940655218,70
B00779RJ9M,70
0764212540,70
0446353205,70
B07MFHYZK2,70
B00RPFGTVC,70
0767900464,70
048649344X,70
1586485563,70
1250120616,70
0062366920,70
1586638440,70
1442458240,70
B003HHQ12O,70
1400031044,70
B07R5QGWB5,70
B00II9XOC6,70
0764213504,70
0805097155,70
0615695345,70
B00P42X1JQ,70
0812989465,70
0670016780,70
B00245A3FQ,70
B005J61F22,70
0812993152,70
0393320928,70
0679723250,70
0679723420,70
0385373791,70
B009OH4DM6,70
B075WSNKL5,70
0060608528,70
0760370605,70
B00DFFILD0,70
1612385540,70
0778316815,70
0060630353,70
B072C198CB,70
0545459370,70
B01L5KH7PY,70
0399158448,70
B008AX1HD8,70
1484732782,70
0062124293,70
0446557781,70
0060525509,70
1465459626,70
148474361X,70
B00AEBESUI,70
1438001355,70
0062413716,70
0307959929,70
B07CJ48JJN,70
1423187547,70
B08FH9HBMC,70
1680524615,70
1426313446,70
0425270246,70
0738737429,70
B00DGZKJBQ,70
B00AA6CM82,70
1414326270,70
0394758277,70
B000UZPIAW,70
B08YS85Q5P,70
1484723309,70
0698116267,70
B07WZQMP4Z,70
B00KAJX9NG,70
B009XZ9Q1C,70
0812974018,70
B08KW3D2YH,70
1524713929,70
9870563457,70
0312616260,70
147671195X,70
0743250621,70
1578564484,70
0316159794,70
1440576157,70
0525658416,70
0735336296,70
0525658181,70
0764552961,70
1427244219,70
0761129758,70
1538714655,70
0857680986,70
0323065708,70
B0818PKJ1K,70
1945256885,70
0060931930,70
0873644069,70
0399153721,70
B07N3WYYLD,70
B004G8PJGW,70
1501196014,70
B009W9AEB0,70
1945256249,70
1984878107,70
1426324529,70
0060012382,70
0307743187,70
0062073559,70
0060590327,70
0743294394,70
1101885025,70
0446602280,70
1442419962,70
B00C6J0DZU,70
0385384440,70
0060889586,70
1501118323,70
B00267SZES,70
B071YRWK84,70
B085NSP5L4,70
1575429187,70
1476749787,70
0425189864,70
0307277488,70
0486448118,70
1940352606,70
0061766216,70
0374228191,70
B00R0JFL4O,70
1580089755,70
0544292669,70
080507368X,70
1524746363,70
0425191583,70
B0B7QC7ZSB,70
B000N2HCM4,70
0312554176,70
0446608890,70
B072NK1VJ5,70
0486420787,70
0812980182,70
B00OWKJWKS,70
B07WDDJPGW,70
0525575324,70
B08ZWFBJPT,70
B00IFULVM8,70
B01ETJPIDG,70
0399153624,70
B00CYQDYLU,70
1535253762,70
0593336488,70
0312658575,70
1601420749,70
1503901335,70
0143119826,70
0385348487,70
0316094617,70
0764169742,70
B00DB2YO88,70
B07DV7MJMM,70
0736432795,70
0143126822,70
1423137876,70
0345330129,70
0547144180,70
B016A8MALC,70
1519798822,70
097637336X,70
1909979120,70
0446573094,70
B002MUAFXI,70
B00EXC1BWW,70
0744016312,70
1934193909,70
1626720819,70
0807508578,70
0063221489,70
B005D1CBNK,70
054579143X,70
1555914500,70
B00BSAZ6LE,70
1524799718,70
1449459951,70
1933392134,70
B00JY0FWOQ,70
0679767398,70
B00394DSLW,70
B01GBTSC9O,70
044656656X,70
1250010349,70
B00DB3D2Z8,70
1624143385,70
B079586RDT,70
0062017586,70
B06XQRXPND,70
1933492732,70
0547152604,70
0764156152,70
0593540212,70
045146527X,70
1250797195,70
1484780981,70
006441034X,70
1499616015,70
1611099285,70
B07YSLZFBY,70
0764209132,70
0061706558,70
B013Q709C2,70
1484758390,70
0802122515,70
1951025083,70
1582406197,70
B00EW198QU,70
B0746SDQ9N,70
1856699463,70
1558322566,70
0061235903,70
0385515502,70
1719064873,70
B07BGY64LZ,70
1492238287,70
042528462X,70
B003I84LYW,70
098357670X,70
1626861749,70
0307478556,70
B00VDHMAWK,70
B003XVYLDK,70
0670876127,70
B07B6QR17H,70
0062132474,70
1863514201,70
B00Q09BFH2,70
1250049490,70
1250794056,70
B01HF0WWEO,69
0375865314,69
0634062883,69
B007QPH8XE,69
0486415864,69
0143126237,69
0767914880,69
0345542606,69
1565129768,69
B004FEG35I,69
0060582510,69
0061996203,69
1432105493,69
0071639306,69
1496726510,69
0063112191,69
0515118656,69
006143518X,69
B000FCKDLO,69
1250114403,69
0451167317,69
B01MG560CJ,69
1440570604,69
1582431604,69
0515123447,69
048629756X,69
0385736800,69
0393881148,69
0425185508,69
1481430491,69
1400069742,69
0307743683,69
1501115634,69
0553582445,69
1400076781,69
1476727260,69
076792889X,69
0394850106,69
1579550088,69
076245234X,69
031615427X,69
1426315562,69
1582975906,69
B004G60FUE,69
0765340747,69
B01BA0E680,69
1538761602,69
B002EWUKPW,69
0932538002,69
1984894862,69
0345308239,69
0312571658,69
1607064391,69
0316168688,69
B00INIJKKC,69
B016GRP86G,69
1612120091,69
1250128013,69
1594205221,69
1101883855,69
B01LYDJONL,69
1611940907,69
088192959X,69
0805060782,69
1579656714,69
B009E6U56K,69
B005FM2F38,69
076537465X,69
0525557652,69
1476746826,69
B01BR0FGEQ,69
0786883154,69
B01BFZJV6M,69
0736428518,69
B007S63PS8,69
0765386313,69
0765328542,69
1250075580,69
0385344139,69
0440236738,69
0425288714,69
0345526112,69
1503936074,69
478901441X,69
1416954120,69
0316196991,69
B07L7TNXX7,69
1440238618,69
1452176388,69
031624371X,69
0310749379,69
0316032220,69
1580891047,69
0760362858,69
140195247X,69
0395353939,69
1455520624,69
0486806987,69
141697170X,69
B005E8YRJ8,69
0553565095,69
B08YXQN2M4,69
B00GAHES6Y,69
0374311544,69
0446561975,69
006244428X,69
0718077482,69
0982754000,69
1934861286,69
B007O61DVI,69
125026796X,69
0062448064,69
B06Y25GQMK,69
