user,avg
29907,4.0
29911,4.0
29912,3.0
29919,3.5
29924,4.0
29935,4.4
29941,3.0
29942,4.0
29945,4.0
29946,4.5
29947,3.0
29950,2.5
29953,4.0
29956,3.0
29973,3.75
29975,3.5
29978,4.5
29979,2.75
29983,2.0
29990,3.33
29992,3.0
30002,4.0
30009,1.0
30014,5.0
30016,3.75
30031,2.83
30042,3.0
30045,4.0
30050,4.0
30051,3.0
30055,3.67
30059,4.0
30062,3.16
30070,4.0
30071,3.33
30079,4.0
30081,2.5
30091,3.0
30093,3.5
30097,2.33
30098,3.5
30099,3.38
30102,4.0
30104,4.0
30111,2.75
30116,3.62
30117,3.0
30125,5.0
30133,4.0
30136,4.0
30137,3.62
30145,4.4
30146,2.5
30153,1.83
30154,4.0
30158,4.0
30161,2.0
30168,3.0
30169,3.8
30173,2.0
30178,3.0
30184,4.86
30189,3.0
30191,2.0
30197,2.5
30202,3.0
30210,2.67
30211,3.0
30217,3.0
30218,3.75
30233,3.88
30235,3.5
30247,3.5
30254,3.33
30255,3.0
30257,4.0
30263,2.5
30269,3.0
30277,3.0
30288,3.33
30292,3.0
30297,3.67
30308,2.75
30317,2.56
30324,3.0
30333,2.67
30336,2.6
30351,4.25
30352,5.0
30366,3.5
30367,4.5
30369,3.5
30370,1.0
30372,3.67
30376,3.47
30381,3.0
30386,4.0
30394,2.0
30398,3.2
30405,3.86
30406,5.0
30414,3.0
30416,5.0
30424,2.5
30429,3.0
30459,3.5
30471,3.0
30472,4.25
30475,4.0
30478,4.0
30482,1.0
30488,2.9
30489,4.0
30490,3.0
30493,3.5
30495,1.0
30496,5.0
30503,4.0
30506,2.0
30519,1.86
30520,1.0
30521,4.0
30522,5.0
30524,4.0
30538,2.5
30539,5.0
30548,4.0
30556,3.0
30557,2.0
30562,3.0
30563,4.0
30581,3.88
30584,4.0
30585,4.33
30589,3.33
30591,4.5
30593,3.0
30594,1.0
30600,3.2
30603,4.0
30611,3.0
30620,3.62
30624,4.0
30625,3.0
30627,4.0
30633,5.0
30634,4.3
30635,3.67
30639,4.0
30642,3.0
30643,4.0
30652,3.57
30655,3.0
30669,5.0
30675,3.0
30677,3.5
30682,4.33
30683,1.0
30686,4.0
30688,2.88
30691,3.4
30699,3.44
30707,3.24
30718,4.5
30725,5.0
30730,3.0
30733,4.5
30747,3.33
30748,2.0
30749,3.0
30751,2.0
30761,4.0
30769,3.0
30774,3.5
30778,3.0
30779,5.0
30781,5.0
30789,3.0
30793,2.5
30794,2.0
30797,3.5
30801,3.5
30821,2.0
30823,4.6
30829,2.0
30830,5.0
30831,3.8
30835,3.55
30839,3.0
30840,4.0
30842,3.0
30855,4.0
30860,3.0
30862,3.33
30865,3.5
30866,4.33
30868,4.0
30875,3.5
30890,4.0
30895,3.0
30897,3.0
30898,4.0
30905,3.0
30909,4.8
30923,3.33
30966,3.5
30970,4.0
30971,2.0
30979,3.5
30980,4.27
30986,3.5
30987,4.0
30995,2.0
31008,4.5
31009,3.8
31020,4.0
31033,3.5
31034,5.0
31037,5.0
31041,3.0
31047,3.0
31050,5.0
31056,3.0
31066,3.57
31069,3.0
31072,5.0
31076,3.08
31080,4.0
31083,4.0
31084,5.0
31090,4.0
31091,5.0
31096,4.0
31100,2.0
31101,4.0
31108,5.0
31110,4.0
31116,3.0
31122,3.31
31126,2.5
31137,3.67
31146,3.0
31150,4.4
31152,3.94
31154,3.75
31157,2.5
31160,4.0
31162,5.0
31166,4.0
31172,3.0
31182,3.86
31184,2.5
31188,3.0
31189,3.83
31202,2.0
31206,3.25
31210,4.0
31211,3.67
31214,4.11
31226,3.33
31232,3.0
31234,4.0
31247,4.0
31248,3.0
31258,4.0
31259,2.0
31260,3.0
31268,3.0
31272,2.67
31273,3.67
31275,4.0
31287,3.0
31295,2.5
31303,4.0
31313,3.0
31315,4.0
31317,2.0
31321,3.81
31322,3.33
31325,3.0
31336,4.0
31338,2.67
31347,3.6
31371,3.0
31372,2.0
31374,4.0
31378,2.67
31388,4.0
31402,4.0
31404,2.8
31405,2.25
31412,2.0
31414,2.67
31416,3.0
31421,4.0
31424,5.0
31425,4.0
31426,3.0
31439,3.0
31447,3.0
31452,3.0
31456,3.75
31457,4.5
31458,3.5
31465,4.33
31474,4.2
31475,3.4
31476,4.4
31486,4.25
31488,4.33
31497,2.67
31505,4.0
31507,4.5
31511,4.0
31512,5.0
31524,4.5
31528,3.5
31534,4.33
31540,2.67
31548,3.0
31554,3.5
31557,3.5
31560,5.0
31564,3.33
31571,3.0
31572,4.5
31577,4.0
31585,3.5
31587,4.5
31592,4.0
31595,2.75
31604,4.5
31606,3.5
31608,4.25
31611,4.0
31613,5.0
31615,4.0
31618,3.5
31624,3.0
31626,3.5
31634,5.0
31641,3.67
31649,3.0
31662,3.0
31668,3.17
31676,2.0
31687,3.0
31690,4.0
31692,2.0
31702,5.0
31711,1.5
31712,3.05
31716,3.33
31733,4.0
31734,3.0
31735,3.0
31742,4.0
31748,2.67
31750,5.0
31755,4.0
31767,4.0
31777,4.0
31782,3.33
31789,3.4
31791,3.0
31795,4.0
31796,4.22
31799,3.0
31803,3.5
31823,3.0
31826,3.0
31828,3.0
31830,5.0
31837,1.0
31842,4.5
31846,4.0
31848,2.67
31849,3.8
31851,3.67
31853,3.0
31860,5.0
31863,4.33
31875,1.0
31877,2.0
31885,3.5
31891,4.0
31892,3.62
31894,4.0
31907,3.75
31909,5.0
31910,2.8
31916,4.5
31918,3.5
31923,3.5
31924,4.0
31926,2.0
31927,3.0
31928,4.5
31931,4.0
31938,2.33
31939,5.0
31943,4.5
31946,3.5
31961,4.0
31976,3.25
31981,1.0
31983,2.0
31986,1.0
31988,4.21
31989,4.0
31990,5.0
31996,4.0
31998,4.0
32000,2.0
32009,1.0
32014,3.0
32016,5.0
32020,5.0
32029,2.5
32053,4.5
32059,4.0
32061,3.61
32062,5.0
32071,3.0
32076,2.86
32082,2.5
32094,3.44
32107,4.0
32111,4.0
32113,4.2
32117,4.0
32121,3.0
32127,2.5
32129,2.0
32135,5.0
32136,3.67
32138,4.0
32153,3.67
32159,2.0
32163,4.0
32164,4.2
32169,4.0
32171,4.0
32173,3.11
32178,4.0
32179,3.0
32180,3.8
32193,3.0
32199,3.14
32201,3.25
32220,3.0
32222,3.25
32253,3.0
32259,3.0
32262,2.2
32264,4.0
32266,3.0
32276,4.0
32281,4.0
32284,3.75
32286,4.5
32287,3.0
32293,1.0
32294,4.0
32296,2.0
32300,3.25
32301,3.0
32303,4.0
32307,5.0
32310,1.0
32314,3.83
32317,5.0
32318,3.0
32321,2.7
32325,2.5
32331,1.0
32333,1.0
32340,4.25
32341,3.2
32346,4.67
32352,3.0
32360,4.0
32362,4.0
32364,4.0
32367,1.0
32370,4.25
32374,4.0
32379,3.57
32380,3.0
32387,3.67
32391,3.38
32392,2.5
32394,3.0
32395,4.5
32409,2.0
32420,1.0
32425,3.0
32427,4.0
32431,4.0
32433,2.89
32436,4.0
32444,5.0
32446,3.5
32449,3.0
32460,4.0
32462,5.0
32464,4.33
32472,3.0
32473,4.0
32474,5.0
32501,3.0
32503,4.0
32510,4.0
32514,3.79
32520,3.8
32526,3.88
32527,4.14
32531,4.0
32532,4.0
32540,4.4
32545,3.8
32546,3.33
32547,3.67
32548,5.0
32554,3.0
32555,3.39
32560,4.5
32564,4.0
32567,3.33
32571,5.0
32572,4.5
32573,3.0
32574,3.45
32577,3.5
32578,4.0
32579,1.67
32585,4.43
32588,3.0
32600,3.33
32604,3.75
32611,5.0
32612,3.5
32616,3.67
32631,4.0
32641,3.0
32654,2.92
32656,4.0
32658,4.5
32659,3.75
32667,3.6
32672,4.0
32679,3.33
32680,3.0
32694,3.5
32699,3.0
32704,3.0
32713,3.0
32716,4.0
32726,4.5
32730,2.8
32735,2.33
32736,1.0
32744,4.44
32754,3.0
32763,4.25
32765,3.5
32766,2.4
32768,4.0
32774,3.0
32776,3.5
32777,1.0
32785,1.67
32786,2.5
32795,4.0
32797,4.75
32800,3.0
32805,2.5
32806,3.29
32812,4.0
32815,5.0
32817,3.29
32821,3.17
32824,4.0
32825,4.25
32832,4.0
32839,2.0
32841,4.0
32850,3.5
32851,4.0
32854,3.33
32857,5.0
32861,3.6
32869,3.67
32872,4.5
32884,1.0
32890,2.0
32892,3.67
32893,4.5
32899,3.82
32900,3.0
32913,4.0
32916,4.0
32928,4.0
32934,4.0
32938,3.0
32950,2.0
32958,4.33
32968,3.5
32975,5.0
32978,3.8
32981,3.5
32983,4.0
32990,3.67
32992,3.5
32996,4.0
32998,2.0
32999,3.4
33000,3.5
33009,2.5
33013,1.6
33022,4.0
33025,5.0
33028,4.0
33031,3.5
33035,3.2
33041,3.0
33042,3.0
33043,4.0
33051,3.0
33054,5.0
33064,2.0
33071,4.0
33076,4.0
33077,3.0
33082,2.24
33110,2.25
33112,4.25
33121,3.0
33123,4.0
33128,3.67
33134,3.67
33137,4.0
33138,5.0
33139,5.0
33141,3.67
33143,4.0
33148,5.0
33159,2.0
33162,4.0
33173,4.0
33175,3.25
33178,1.4
33195,3.0
33205,3.5
33213,1.0
33225,3.43
33231,4.0
33237,3.0
33239,4.0
33253,5.0
33255,3.75
33256,2.75
33257,3.0
33270,4.0
33276,1.0
33281,3.33
33287,3.29
33296,4.0
33298,4.5
33312,2.5
33315,3.0
33320,4.33
33323,3.19
33325,4.0
33330,4.0
33339,3.0
33340,4.5
33346,4.0
33348,3.0
33349,3.6
33351,3.5
33354,4.0
33356,4.33
33359,4.0
33361,3.78
33362,3.4
33364,3.5
33367,5.0
33368,4.0
33376,3.0
33378,2.67
33379,3.0
33381,4.5
33382,3.0
33384,3.0
33388,4.0
33407,3.25
33408,3.0
33420,4.5
33425,4.0
33426,2.0
33429,3.8
33432,3.0
33433,3.33
33443,1.0
33454,4.0
33456,4.0
33459,3.0
33465,3.0
33466,1.0
33476,3.33
33487,3.6
33490,4.0
33494,4.0
33503,3.0
33506,4.0
33521,3.0
33525,3.5
33527,5.0
33530,5.0
33532,4.0
33534,3.4
33539,5.0
33541,1.33
33548,3.4
33549,4.0
33550,2.67
33552,2.5
33554,1.5
33556,1.0
33557,3.0
33564,1.0
33570,4.0
33571,5.0
33579,3.0
33581,3.69
33585,4.0
33588,3.5
33590,4.0
33591,3.4
33593,3.0
33594,4.0
33609,3.14
33610,3.75
33611,3.5
33620,4.0
33623,3.5
33625,3.0
33628,4.33
33635,3.67
33643,3.33
33645,5.0
33649,3.75
33659,3.33
33661,4.0
33663,3.0
33672,3.33
33675,4.0
33680,3.0
33687,2.0
33688,3.5
33691,4.0
33692,4.0
33696,4.0
33703,4.75
33717,3.0
33720,4.0
33722,3.0
33736,2.78
33743,3.33
33746,4.0
33759,3.0
33761,2.0
33784,4.0
33789,1.0
33793,3.5
33797,3.0
33798,3.56
33799,3.38
33803,3.86
33806,3.33
33812,3.5
33817,5.0
33823,3.5
33832,3.33
33836,3.0
33837,4.5
33838,2.67
33841,3.0
33843,3.29
33844,3.0
33846,5.0
33852,4.0
33853,3.5
33856,5.0
33859,3.0
33861,3.0
33864,3.44
33866,3.0
33871,3.0
33876,2.33
33879,3.75
33898,4.0
33899,4.0
33911,3.0
33913,3.6
33929,2.33
33933,3.0
33940,3.5
33949,3.0
33951,2.5
33958,2.0
33965,3.0
33968,4.0
33978,4.0
33987,4.0
33988,5.0
33990,3.0
33992,4.0
33993,4.0
33997,3.5
34001,3.5
34002,2.33
34004,3.67
34018,4.5
34019,3.5
34020,3.0
34022,3.55
34025,2.86
34027,3.0
34028,4.5
34033,3.5
34038,5.0
34050,5.0
34054,3.0
34056,4.0
34059,3.33
34060,5.0
34066,3.33
34067,2.91
34069,4.5
34072,1.4
34073,3.67
34075,4.0
34077,5.0
34080,4.0
34083,4.0
34087,4.0
34100,3.0
34112,4.33
34115,3.0
34117,3.0
34126,1.0
34127,2.94
34128,3.75
34138,2.75
34143,2.88
34155,4.0
34159,4.0
34165,3.0
34169,4.0
34171,5.0
34172,5.0
34177,3.11
34179,3.8
34185,3.2
34193,3.0
34196,4.0
34202,2.87
34207,3.36
34215,3.0
34217,4.0
34218,4.17
34220,3.5
34222,2.6
34230,5.0
34236,3.0
34243,4.33
34247,3.67
34252,3.4
34258,2.83
34261,1.5
34262,4.1
34266,2.67
34273,2.0
34274,4.5
34280,3.5
34291,4.0
34293,3.0
34295,3.75
34305,5.0
34306,3.0
34310,2.5
34313,2.68
34334,3.57
34339,4.0
34345,3.78
34357,4.0
34359,5.0
34367,3.0
34378,5.0
34381,2.89
34382,3.73
34386,4.0
34393,3.0
34398,4.0
34401,4.0
34402,3.57
34403,3.83
34412,2.5
34418,3.0
34421,4.5
34431,4.11
34437,2.71
34438,5.0
34440,2.81
34443,4.0
34451,3.5
34464,4.5
34467,2.43
34469,2.5
34485,3.69
34492,3.5
34493,2.0
34494,3.79
34495,3.43
34504,3.68
34510,4.0
34511,3.57
34530,4.33
34552,4.0
34553,3.0
34555,1.0
34561,3.0
34565,3.2
34568,3.5
34576,3.3
34584,3.8
34585,3.0
34586,3.0
34592,2.0
34595,4.0
34603,4.0
34615,3.5
34618,3.0
34620,3.96
34624,4.0
34636,5.0
34645,4.0
34646,3.5
34648,2.0
34651,4.0
34653,4.0
34655,3.0
34656,3.15
34657,4.0
34671,4.0
34675,3.0
34677,4.0
34678,3.4
34684,3.75
34686,3.25
34690,4.0
34695,3.5
34700,3.57
34703,5.0
34710,5.0
34712,4.0
34715,4.0
34716,3.83
34719,3.0
34725,3.38
34727,3.75
34729,3.5
34739,4.0
34741,4.0
34743,3.64
34750,4.0
34756,2.0
34757,3.6
34759,5.0
34760,3.0
34764,2.0
34765,5.0
34767,3.2
34779,5.0
34780,3.5
34781,3.33
34787,2.0
34794,1.0
34795,3.33
34798,3.0
34799,3.5
34801,4.0
34802,5.0
34803,4.33
34806,2.0
34809,3.33
34811,4.0
34814,1.0
34815,3.0
34819,4.0
34820,4.0
34823,3.59
34829,3.0
34834,5.0
34835,4.0
34842,3.25
34845,5.0
34848,4.0
34849,3.0
34853,2.67
34862,4.0
34863,4.5
34880,3.67
34889,4.0
34893,4.5
34903,3.6
34906,3.0
34908,3.5
34910,3.5
34916,3.33
34917,4.5
34921,2.0
34930,3.33
34936,3.0
34951,5.0
34956,3.17
34961,3.0
34962,3.5
34972,3.67
34977,5.0
34978,1.0
34988,4.0
34993,3.0
34995,3.79
34998,3.33
35010,5.0
35021,3.6
35024,4.0
35028,3.0
35030,4.0
35035,4.25
35040,3.33
35041,4.67
35045,5.0
35066,4.0
35071,3.25
35076,5.0
35077,3.0
35079,2.75
35085,4.0
35088,3.0
35091,3.18
35092,4.0
35094,3.0
35103,3.5
35104,1.0
35108,4.0
35112,3.75
35114,3.0
35119,5.0
35121,2.77
35127,4.0
35133,3.57
35135,4.17
35141,3.0
35142,3.0
35151,4.0
35157,4.0
35169,5.0
35170,3.4
35173,4.0
35178,4.5
35184,4.0
35185,3.5
35207,3.0
35209,1.0
35215,3.67
35217,3.5
35222,5.0
35223,3.0
35224,3.0
35225,2.0
35233,3.57
35235,5.0
35245,1.5
35246,3.0
35259,4.25
35265,2.75
35266,3.67
35268,5.0
35274,4.0
35275,4.25
35276,4.0
35280,3.0
35282,3.66
35285,3.0
35292,3.67
35299,4.33
35301,3.5
35305,4.5
35310,2.5
35316,5.0
35320,2.5
35321,1.0
35332,2.0
35334,3.0
35337,3.0
35341,2.67
35344,3.0
35353,4.0
35357,3.67
35360,2.5
35362,3.0
35363,4.0
35365,4.0
35379,5.0
35387,4.0
35390,4.0
35391,2.67
35397,4.0
35402,5.0
35412,3.0
35415,3.75
35422,4.0
35424,2.85
35429,4.0
35432,3.0
35439,3.95
35441,4.0
35442,3.0
35445,4.0
35460,3.61
35479,2.78
35495,3.0
35498,3.17
35501,4.4
35510,3.75
35511,3.6
35515,3.5
35519,4.0
35520,3.75
35521,4.0
35526,3.25
35528,4.0
35529,3.5
35530,3.5
35533,3.57
35557,4.5
35566,5.0
35572,4.0
35574,4.0
35575,3.5
35579,3.1
35580,4.33
35599,3.0
35600,2.0
35603,2.5
35611,3.0
35615,3.0
35616,5.0
35618,3.5
35622,4.33
35624,4.0
35626,3.86
35639,3.0
35641,4.33
35642,3.5
35643,3.62
35646,3.5
35648,5.0
35649,4.0
35655,3.33
35660,3.0
35664,3.8
35665,3.0
35669,4.14
35674,3.0
35675,3.0
35677,4.0
35678,5.0
35680,5.0
35702,3.29
35705,3.4
35710,3.25
35711,3.0
35713,2.0
35717,3.0
35721,5.0
35730,2.5
35736,2.0
35739,5.0
35749,3.67
35764,3.5
35769,3.0
35774,3.0
35784,2.0
35789,4.0
35795,3.44
35806,4.0
35813,2.4
35816,3.83
35820,5.0
35825,3.0
35833,3.75
35835,4.5
35858,4.33
35865,4.67
35868,3.67
35869,3.0
35888,4.5
35891,4.0
35897,4.0
35899,2.0
35903,4.0
35907,2.0
35912,3.0
35915,1.0
35917,4.0
35923,4.0
35924,4.33
35928,4.0
35930,2.0
35931,4.0
35937,4.0
35947,3.0
35950,4.0
35954,3.0
35957,3.0
35962,4.5
35963,3.67
35966,3.42
35967,4.0
35974,4.0
35976,4.67
35977,4.5
35979,4.0
35984,4.5
35985,3.43
35988,3.0
35991,3.0
36003,4.64
36006,4.0
36008,5.0
36010,1.0
36014,4.0
36026,4.0
36033,3.5
36034,4.0
36039,5.0
36041,3.67
36047,4.33
36059,3.25
36065,1.0
36066,4.0
36067,3.0
36071,3.0
36074,3.0
36075,3.4
36076,5.0
36080,3.0
36085,3.5
36097,3.33
36100,2.33
36102,3.0
36110,4.0
36115,5.0
36117,3.5
36130,2.83
36150,3.33
36151,2.25
36156,4.5
36158,4.33
36163,3.0
36165,4.5
36168,5.0
36171,4.0
36175,2.75
36182,2.75
36185,4.0
36196,5.0
36201,3.45
36204,2.55
36206,2.67
36211,5.0
36221,3.64
36225,4.07
36235,3.0
36246,3.0
36256,4.0
36267,5.0
36268,3.86
36270,3.6
36280,3.33
36288,2.5
36293,5.0
36294,4.5
36295,4.0
36304,4.0
36305,2.0
36310,2.87
36315,3.5
36323,5.0
36330,4.0
36331,4.5
36332,2.0
36337,3.6
36342,4.0
36345,4.0
36353,3.0
36354,3.17
36356,2.0
36359,4.0
36360,4.0
36364,5.0
36366,3.0
36379,4.25
36386,3.0
36389,5.0
36391,4.06
36392,4.0
36394,3.24
36398,4.5
36400,3.0
36410,4.0
36411,5.0
36413,5.0
36416,3.0
36418,5.0
36419,3.38
36426,4.0
36434,3.0
36436,3.0
36437,4.0
36438,3.0
36443,3.75
36448,4.0
36450,4.33
36459,5.0
36462,4.0
36464,3.5
36470,4.33
36476,4.0
36478,5.0
36488,2.17
36489,4.33
36491,5.0
36496,4.5
36505,4.33
36509,4.0
36513,3.89
36521,3.33
36522,3.0
36524,3.0
36525,3.43
36539,5.0
36545,3.5
36551,4.0
36563,3.5
36568,1.0
36571,4.0
36576,5.0
36578,4.0
36579,5.0
36582,3.5
36585,4.0
36597,2.0
36612,5.0
36618,1.0
36619,4.5
36639,4.25
36644,3.0
36647,4.0
36650,3.88
36657,4.0
36658,5.0
36665,4.0
36670,4.0
36672,3.0
36681,3.4
36684,2.33
36689,3.5
36697,3.5
36701,4.0
36704,5.0
36713,4.33
36716,5.0
36722,3.2
36723,4.0
36732,3.0
36733,3.67
36734,2.67
36737,5.0
36754,3.0
36765,4.4
36768,4.0
36785,3.0
36788,4.5
36793,4.0
36800,4.0
36806,4.67
36807,4.0
36808,2.0
36814,3.0
36816,3.5
36817,3.67
36824,5.0
36828,3.0
36832,3.0
36844,2.67
36846,4.0
36854,4.0
36858,4.0
36863,3.0
36867,4.25
36876,4.0
36877,5.0
36882,4.0
36889,4.0
36890,4.0
36891,3.0
36897,3.5
36899,3.57
36903,4.0
36905,2.44
36908,3.0
36913,2.92
36916,1.0
36919,1.67
36920,3.62
36923,3.0
36927,3.0
36935,4.5
36939,5.0
36943,5.0
36947,3.67
36948,4.91
36951,3.29
36953,3.0
36961,2.0
36977,4.0
36985,3.62
36987,4.0
36989,3.33
36990,5.0
36999,3.0
37008,5.0
37011,4.0
37015,5.0
37020,4.0
37023,4.25
37030,3.0
37032,4.0
37036,5.0
37042,2.93
37044,3.0
37048,3.0
37052,3.0
37067,2.0
37070,3.0
37074,3.56
37077,3.5
37081,5.0
37084,5.0
37086,4.2
37087,5.0
37091,5.0
37096,3.2
37101,3.0
37105,3.0
37106,3.33
37107,4.0
37108,3.67
37110,3.5
37120,3.0
37121,3.2
37124,2.78
37127,3.4
37141,4.33
37152,3.09
37154,3.0
37157,3.6
37164,3.5
37172,4.0
37174,4.0
37176,5.0
37182,4.0
37185,5.0
37189,3.0
37191,2.33
37194,3.33
37203,3.5
37205,3.4
37207,3.0
37209,3.0
37210,3.0
37211,2.0
37217,3.23
37218,5.0
37221,4.5
37225,3.0
37226,4.33
37237,3.2
37238,3.0
37240,3.0
37242,4.0
37248,4.33
37250,3.67
37259,4.0
37260,4.5
37264,3.19
37265,3.0
37268,3.4
37270,2.5
37273,3.5
37274,3.0
37283,3.25
37285,2.5
37288,2.33
37289,3.0
37296,3.0
37298,5.0
37301,2.86
37314,4.0
37315,3.25
37319,2.35
37323,2.67
37327,5.0
37334,5.0
37337,4.0
37348,3.86
37358,3.0
37361,4.5
37369,3.0
37386,4.0
37387,3.2
37389,3.0
37390,3.0
37394,4.0
37395,4.0
37396,4.0
37400,3.0
37404,2.43
37406,3.17
37409,2.0
37419,3.0
37424,3.0
37431,4.5
37462,5.0
37464,4.4
37473,4.0
37480,3.0
37491,4.0
37517,4.5
37524,4.5
37536,4.11
37538,3.5
37540,5.0
37542,4.0
37551,4.5
37552,4.0
37553,1.0
37555,3.5
37556,2.5
37570,3.0
37585,3.57
37592,3.0
37593,3.0
37594,5.0
37604,5.0
37606,3.0
37611,4.0
37612,4.0
37614,3.67
37626,5.0
37630,3.0
37631,3.0
37634,3.33
37637,5.0
37639,4.0
37642,3.0
37654,5.0
37657,3.5
37658,3.5
37661,3.0
37673,4.0
37684,4.0
37692,4.0
37696,2.5
37708,3.25
37712,4.0
37713,4.0
37716,3.67
37722,4.0
37723,3.0
37725,3.0
37728,4.0
37730,4.0
37734,5.0
37738,3.71
37745,3.5
37746,4.0
37747,3.33
37752,3.5
37755,4.0
37767,2.38
37772,4.29
37774,4.0
37777,4.0
37779,5.0
37781,3.2
37785,4.0
37787,3.0
37791,5.0
37793,3.83
37795,4.5
37803,3.0
37812,1.0
37814,4.33
37815,3.0
37819,3.09
37821,3.67
37826,2.5
37833,5.0
37834,4.0
37838,3.33
37869,4.0
37882,2.5
37883,4.5
37887,3.5
37905,4.0
37911,3.75
37915,2.0
37924,2.0
37925,2.5
37940,3.67
37944,4.67
37945,3.56
37947,3.71
37954,2.0
37964,4.0
37967,4.0
37975,4.0
37977,3.0
37989,4.33
37990,3.0
37993,4.0
37994,5.0
37995,4.0
38005,3.0
38015,2.0
38017,3.0
38023,4.5
38036,3.36
38037,5.0
38041,3.6
38042,3.2
38046,3.0
38049,2.5
38050,3.5
38067,4.0
38074,3.67
38077,2.5
38080,4.0
38082,3.33
38094,4.0
38096,5.0
38098,2.4
38099,3.0
38104,4.0
38107,4.0
38116,4.0
38127,3.0
38136,4.0
38137,4.0
38139,3.25
38141,3.57
38144,2.67
38150,3.0
38153,4.0
38155,4.0
38157,3.5
38162,2.0
38163,3.0
38166,3.67
38170,4.0
38171,3.8
38172,2.5
38179,3.0
38182,3.0
38184,3.39
38194,4.0
38198,3.56
38204,2.67
38232,5.0
38236,4.0
38240,2.5
38241,3.07
38247,3.67
38255,4.0
38265,5.0
38267,2.85
38268,3.0
38270,3.0
38271,3.0
38276,3.5
38278,4.0
38280,5.0
38286,2.0
38287,3.0
38293,3.75
38305,2.0
38308,3.33
38310,3.5
38313,4.0
38314,2.75
38320,4.0
38325,3.75
38329,4.0
38334,1.5
38343,4.67
38344,4.0
38349,3.5
38354,4.33
38356,3.0
38363,3.0
38372,3.64
38390,3.0
38406,4.0
38413,4.0
38414,4.0
38416,1.0
38417,5.0
38419,4.0
38421,5.0
38422,4.0
38427,4.0
38428,3.0
38429,4.0
38430,4.6
38431,3.0
38439,4.0
38440,4.0
38442,4.0
38446,3.67
38451,3.25
38453,4.0
38455,3.6
38456,4.5
38459,3.0
38463,4.0
38464,3.0
38470,4.0
38472,4.0
38473,3.5
38480,2.67
38484,4.0
38490,3.0
38491,5.0
38494,4.0
38496,3.0
38501,5.0
38503,2.5
38510,4.0
38517,3.0
38519,4.0
38523,4.0
38527,4.0
38531,3.5
38536,5.0
38546,2.0
38556,1.0
38559,4.0
38562,4.0
38567,4.0
38571,3.0
38582,5.0
38583,3.5
38585,3.43
38587,4.0
38604,2.5
38605,3.8
38608,2.0
38629,2.5
38633,3.67
38635,1.0
38641,4.5
38642,3.21
38643,3.33
38646,2.67
38655,3.33
38659,4.0
38662,5.0
38663,4.5
38668,4.67
38670,3.42
38673,3.5
38675,2.5
38678,4.0
38680,3.0
38681,2.88
38684,2.5
38690,3.0
38694,2.0
38695,4.6
38697,3.0
38704,3.0
38708,5.0
38710,3.8
38718,4.0
38721,4.5
38726,3.0
38728,4.6
38730,5.0
38733,4.0
38735,2.0
38742,3.0
38750,5.0
38753,3.2
38754,3.5
38756,3.59
38757,4.0
38759,4.0
38763,3.75
38766,3.5
38786,4.0
38788,4.0
38792,3.0
38795,3.0
38796,4.0
38800,3.67
38802,4.71
38819,4.0
38828,4.0
38834,3.0
38838,4.0
38840,4.0
38846,3.0
38848,4.0
38849,4.33
38850,5.0
38857,3.0
38860,3.0
38863,3.0
38870,4.0
38874,4.0
38880,4.67
38881,4.0
38890,3.44
38895,2.67
38897,3.6
38899,4.32
38904,4.2
38906,4.5
38907,4.0
38913,5.0
38914,5.0
38918,4.0
38926,5.0
38928,3.0
38933,4.67
38944,3.4
38945,4.4
38947,5.0
38953,3.5
38957,4.33
38961,4.5
38968,3.0
38975,3.0
38978,5.0
38981,4.0
38987,5.0
38988,3.37
38991,3.5
38994,3.71
38996,3.0
38999,4.0
39006,4.5
39011,2.25
39023,2.0
39024,5.0
39026,2.0
39030,2.0
39034,2.67
39035,3.0
39039,4.5
39041,3.33
39042,4.5
39045,2.67
39048,3.5
39060,2.67
39061,2.67
39069,5.0
39072,3.0
39074,4.0
39077,3.33
39079,4.0
39082,3.6
39087,5.0
39089,2.38
39091,4.0
39104,4.0
39106,4.0
39123,3.0
39124,5.0
39127,5.0
39128,4.0
39131,2.5
39134,3.33
39136,5.0
39137,3.5
39144,4.0
39146,3.5
39148,4.5
39151,3.07
39154,3.54
39161,4.5
39163,3.0
39164,3.44
39172,3.0
39173,2.5
39175,1.0
39178,3.0
39181,3.76
39188,2.67
39199,3.25
39208,2.25
39210,4.0
39212,3.75
39214,3.78
39245,3.0
39249,3.53
39252,5.0
39253,3.2
39255,2.0
39261,4.0
39263,4.0
39269,4.0
39276,4.0
39277,2.5
39278,3.67
39283,4.0
39293,5.0
39303,3.0
39304,4.5
39313,2.33
39325,5.0
39329,4.0
39334,3.5
39335,5.0
39340,4.0
39342,2.0
39347,4.0
39350,3.0
39354,3.0
39360,4.0
39368,5.0
39370,4.0
39382,3.45
39384,2.75
39386,4.25
39387,3.31
39388,4.0
39390,3.67
39395,3.1
39397,2.33
39404,3.12
39408,4.5
39409,4.0
39431,2.5
39438,3.0
39445,4.0
39451,3.54
39453,3.0
39458,4.5
39461,3.33
39463,2.0
39465,4.33
39469,3.0
39472,4.33
39475,4.11
39477,4.0
39478,3.8
39483,3.0
39484,3.0
39487,3.0
39488,2.0
39504,4.0
39505,1.5
39512,5.0
39514,3.0
39521,4.0
39525,4.33
39532,1.0
39551,3.0
39555,4.5
39559,3.0
39562,4.25
