UserID,RatingCount,Percentage,Group
40104,1,0.2,Cold
40124,1,0.2,Cold
40126,6,1.2,Cold
40130,2,0.4,Cold
40135,3,0.6,Cold
40143,6,1.2,Cold
40155,1,0.2,Cold
40164,2,0.4,Cold
40170,1,0.2,Cold
40174,4,0.8,Cold
40175,1,0.2,Cold
40182,5,1.0,Cold
40185,4,0.8,Cold
40187,2,0.4,Cold
40198,1,0.2,Cold
40206,12,2.4,Medium
40212,1,0.2,Cold
40226,1,0.2,Cold
40231,5,1.0,Cold
40236,1,0.2,Cold
40238,2,0.4,Cold
40239,4,0.8,Cold
40249,1,0.2,Cold
40250,1,0.2,Cold
40271,2,0.4,Cold
40279,1,0.2,Cold
40280,3,0.6,Cold
40282,3,0.6,Cold
40288,3,0.6,Cold
40291,8,1.6,Cold
40292,1,0.2,Cold
40293,4,0.8,Cold
40310,1,0.2,Cold
40319,6,1.2,Cold
40331,3,0.6,Cold
40332,1,0.2,Cold
40333,1,0.2,Cold
40338,1,0.2,Cold
40342,1,0.2,Cold
40348,5,1.0,Cold
40355,1,0.2,Cold
40358,3,0.6,Cold
40361,2,0.4,Cold
40375,3,0.6,Cold
40376,2,0.4,Cold
40377,1,0.2,Cold
40379,3,0.6,Cold
40382,6,1.2,Cold
40384,2,0.4,Cold
40388,1,0.2,Cold
40389,2,0.4,Cold
40400,1,0.2,Cold
40403,3,0.6,Cold
40406,1,0.2,Cold
40407,4,0.8,Cold
40429,2,0.4,Cold
40446,5,1.0,Cold
40448,2,0.4,Cold
40450,1,0.2,Cold
40451,2,0.4,Cold
40456,13,2.6,Medium
40459,3,0.6,Cold
40460,2,0.4,Cold
40466,5,1.0,Cold
40473,3,0.6,Cold
40477,2,0.4,Cold
40480,4,0.8,Cold
40481,1,0.2,Cold
40484,4,0.8,Cold
40486,2,0.4,Cold
40501,1,0.2,Cold
40504,1,0.2,Cold
40507,5,1.0,Cold
40512,3,0.6,Cold
40517,1,0.2,Cold
40523,11,2.1999999999999997,Medium
40530,1,0.2,Cold
40539,1,0.2,Cold
40540,1,0.2,Cold
40542,1,0.2,Cold
40543,1,0.2,Cold
40551,3,0.6,Cold
40552,1,0.2,Cold
40558,4,0.8,Cold
40579,2,0.4,Cold
40580,1,0.2,Cold
40582,7,1.4000000000000001,Cold
40584,1,0.2,Cold
40585,5,1.0,Cold
40590,2,0.4,Cold
40597,2,0.4,Cold
40607,2,0.4,Cold
40609,1,0.2,Cold
40610,2,0.4,Cold
40616,5,1.0,Cold
40617,18,3.5999999999999996,Medium
40618,15,3.0,Medium
40619,8,1.6,Cold
40626,1,0.2,Cold
40627,3,0.6,Cold
40639,1,0.2,Cold
40643,5,1.0,Cold
40647,7,1.4000000000000001,Cold
40648,4,0.8,Cold
40653,1,0.2,Cold
40656,1,0.2,Cold
40657,2,0.4,Cold
40661,3,0.6,Cold
40683,3,0.6,Cold
40687,1,0.2,Cold
40688,2,0.4,Cold
40690,1,0.2,Cold
40694,2,0.4,Cold
40696,1,0.2,Cold
40699,8,1.6,Cold
40708,1,0.2,Cold
40709,3,0.6,Cold
40711,10,2.0,Cold
40716,1,0.2,Cold
40721,14,2.8000000000000003,Medium
40723,4,0.8,Cold
40724,2,0.4,Cold
40738,4,0.8,Cold
40743,1,0.2,Cold
40749,3,0.6,Cold
40763,6,1.2,Cold
40766,1,0.2,Cold
40770,1,0.2,Cold
40774,1,0.2,Cold
40775,1,0.2,Cold
40777,1,0.2,Cold
40781,2,0.4,Cold
40782,3,0.6,Cold
40783,1,0.2,Cold
40784,1,0.2,Cold
40789,2,0.4,Cold
40790,1,0.2,Cold
40793,4,0.8,Cold
40800,4,0.8,Cold
40802,1,0.2,Cold
40810,2,0.4,Cold
40833,2,0.4,Cold
40836,4,0.8,Cold
40839,2,0.4,Cold
40842,1,0.2,Cold
40844,2,0.4,Cold
40847,11,2.1999999999999997,Medium
40856,8,1.6,Cold
40858,1,0.2,Cold
40859,10,2.0,Cold
40861,3,0.6,Cold
40862,1,0.2,Cold
40865,4,0.8,Cold
40867,5,1.0,Cold
40871,2,0.4,Cold
40874,3,0.6,Cold
40875,3,0.6,Cold
40890,1,0.2,Cold
40895,1,0.2,Cold
40906,2,0.4,Cold
40908,1,0.2,Cold
40922,2,0.4,Cold
40928,2,0.4,Cold
40929,1,0.2,Cold
40936,2,0.4,Cold
40938,15,3.0,Medium
40944,2,0.4,Cold
40946,1,0.2,Cold
40953,2,0.4,Cold
40960,7,1.4000000000000001,Cold
40966,4,0.8,Cold
40968,1,0.2,Cold
40969,2,0.4,Cold
40970,3,0.6,Cold
40972,1,0.2,Cold
40977,1,0.2,Cold
40986,2,0.4,Cold
40992,3,0.6,Cold
40995,2,0.4,Cold
40996,1,0.2,Cold
40997,1,0.2,Cold
41003,1,0.2,Cold
41005,4,0.8,Cold
41011,2,0.4,Cold
41014,5,1.0,Cold
41017,1,0.2,Cold
41028,2,0.4,Cold
41042,1,0.2,Cold
41043,1,0.2,Cold
41047,2,0.4,Cold
41050,1,0.2,Cold
41060,3,0.6,Cold
41063,2,0.4,Cold
41064,4,0.8,Cold
41066,2,0.4,Cold
41068,3,0.6,Cold
41085,6,1.2,Cold
41088,4,0.8,Cold
41099,1,0.2,Cold
41100,14,2.8000000000000003,Medium
41105,2,0.4,Cold
41115,5,1.0,Cold
41118,1,0.2,Cold
41124,10,2.0,Cold
41129,2,0.4,Cold
41130,2,0.4,Cold
41131,13,2.6,Medium
41136,3,0.6,Cold
41140,14,2.8000000000000003,Medium
41144,1,0.2,Cold
41145,1,0.2,Cold
41156,2,0.4,Cold
41157,2,0.4,Cold
41158,2,0.4,Cold
41159,2,0.4,Cold
41161,4,0.8,Cold
41164,1,0.2,Cold
41170,3,0.6,Cold
41172,1,0.2,Cold
41175,3,0.6,Cold
41176,10,2.0,Cold
41184,3,0.6,Cold
41197,1,0.2,Cold
41204,2,0.4,Cold
41216,1,0.2,Cold
41218,1,0.2,Cold
41221,8,1.6,Cold
41226,3,0.6,Cold
41233,2,0.4,Cold
41235,3,0.6,Cold
41238,3,0.6,Cold
41241,14,2.8000000000000003,Medium
41246,3,0.6,Cold
41256,2,0.4,Cold
41257,1,0.2,Cold
41265,5,1.0,Cold
41266,1,0.2,Cold
41267,65,13.0,Rich
41272,3,0.6,Cold
41275,1,0.2,Cold
41277,12,2.4,Medium
41286,1,0.2,Cold
41292,1,0.2,Cold
41302,1,0.2,Cold
41303,6,1.2,Cold
41305,5,1.0,Cold
41315,1,0.2,Cold
41320,2,0.4,Cold
41325,1,0.2,Cold
41326,1,0.2,Cold
41329,5,1.0,Cold
41337,6,1.2,Cold
41338,6,1.2,Cold
41343,2,0.4,Cold
41347,1,0.2,Cold
41351,2,0.4,Cold
41363,2,0.4,Cold
41364,1,0.2,Cold
41366,4,0.8,Cold
41375,1,0.2,Cold
41379,4,0.8,Cold
41381,2,0.4,Cold
41389,15,3.0,Medium
41397,2,0.4,Cold
41398,2,0.4,Cold
41400,2,0.4,Cold
41408,1,0.2,Cold
41412,2,0.4,Cold
41413,5,1.0,Cold
41416,1,0.2,Cold
41417,1,0.2,Cold
41418,3,0.6,Cold
41424,6,1.2,Cold
41426,1,0.2,Cold
41436,1,0.2,Cold
41444,9,1.7999999999999998,Cold
41451,3,0.6,Cold
41453,3,0.6,Cold
41455,1,0.2,Cold
41468,8,1.6,Cold
41469,1,0.2,Cold
41472,1,0.2,Cold
41473,11,2.1999999999999997,Medium
41475,2,0.4,Cold
41484,12,2.4,Medium
41488,1,0.2,Cold
41492,1,0.2,Cold
41496,9,1.7999999999999998,Cold
41498,4,0.8,Cold
41503,4,0.8,Cold
41510,2,0.4,Cold
41512,2,0.4,Cold
41522,4,0.8,Cold
41527,3,0.6,Cold
41532,9,1.7999999999999998,Cold
41534,1,0.2,Cold
41537,2,0.4,Cold
41544,3,0.6,Cold
41547,3,0.6,Cold
41556,6,1.2,Cold
41560,2,0.4,Cold
41561,2,0.4,Cold
41567,1,0.2,Cold
41576,1,0.2,Cold
41581,1,0.2,Cold
41583,2,0.4,Cold
41591,2,0.4,Cold
41598,3,0.6,Cold
41600,2,0.4,Cold
41602,2,0.4,Cold
41605,4,0.8,Cold
41607,2,0.4,Cold
41611,1,0.2,Cold
41612,4,0.8,Cold
41614,1,0.2,Cold
41616,1,0.2,Cold
41618,2,0.4,Cold
41619,1,0.2,Cold
41623,1,0.2,Cold
41625,9,1.7999999999999998,Cold
41628,13,2.6,Medium
41636,19,3.8,Medium
41637,2,0.4,Cold
41646,1,0.2,Cold
41654,2,0.4,Cold
41660,1,0.2,Cold
41663,2,0.4,Cold
41666,13,2.6,Medium
41667,5,1.0,Cold
41669,8,1.6,Cold
41671,2,0.4,Cold
41675,1,0.2,Cold
41680,2,0.4,Cold
41687,2,0.4,Cold
41692,1,0.2,Cold
41693,5,1.0,Cold
41694,1,0.2,Cold
41699,1,0.2,Cold
41702,1,0.2,Cold
41707,1,0.2,Cold
41713,12,2.4,Medium
41716,1,0.2,Cold
41720,1,0.2,Cold
41722,1,0.2,Cold
41725,1,0.2,Cold
41726,2,0.4,Cold
41727,9,1.7999999999999998,Cold
41735,2,0.4,Cold
41743,1,0.2,Cold
41745,1,0.2,Cold
41750,1,0.2,Cold
41757,1,0.2,Cold
41765,1,0.2,Cold
41768,1,0.2,Cold
41770,1,0.2,Cold
41772,2,0.4,Cold
41774,1,0.2,Cold
41790,2,0.4,Cold
41795,5,1.0,Cold
41796,1,0.2,Cold
41803,1,0.2,Cold
41805,1,0.2,Cold
41817,2,0.4,Cold
41827,1,0.2,Cold
41836,3,0.6,Cold
41837,1,0.2,Cold
41843,3,0.6,Cold
41856,2,0.4,Cold
41858,1,0.2,Cold
41862,1,0.2,Cold
41864,6,1.2,Cold
41865,1,0.2,Cold
41875,2,0.4,Cold
41880,6,1.2,Cold
41881,2,0.4,Cold
41883,14,2.8000000000000003,Medium
41885,3,0.6,Cold
41887,1,0.2,Cold
41890,2,0.4,Cold
41891,6,1.2,Cold
41893,1,0.2,Cold
41897,1,0.2,Cold
41902,2,0.4,Cold
41907,1,0.2,Cold
41917,3,0.6,Cold
41924,3,0.6,Cold
41932,1,0.2,Cold
41936,1,0.2,Cold
41937,3,0.6,Cold
41944,1,0.2,Cold
41949,1,0.2,Cold
41954,4,0.8,Cold
41958,2,0.4,Cold
41959,1,0.2,Cold
41963,1,0.2,Cold
41965,4,0.8,Cold
41972,3,0.6,Cold
41975,6,1.2,Cold
41981,1,0.2,Cold
41984,2,0.4,Cold
41999,1,0.2,Cold
42000,10,2.0,Cold
42005,4,0.8,Cold
42007,3,0.6,Cold
42011,2,0.4,Cold
42019,1,0.2,Cold
42022,8,1.6,Cold
42029,11,2.1999999999999997,Medium
42038,1,0.2,Cold
42043,1,0.2,Cold
42045,1,0.2,Cold
42046,1,0.2,Cold
42053,1,0.2,Cold
42057,2,0.4,Cold
42077,10,2.0,Cold
42080,1,0.2,Cold
42090,1,0.2,Cold
42092,1,0.2,Cold
42094,6,1.2,Cold
42100,5,1.0,Cold
42103,9,1.7999999999999998,Cold
42104,2,0.4,Cold
42106,1,0.2,Cold
42108,4,0.8,Cold
42119,4,0.8,Cold
42124,23,4.6,Medium
42128,2,0.4,Cold
42129,1,0.2,Cold
42133,4,0.8,Cold
42139,2,0.4,Cold
42143,9,1.7999999999999998,Cold
42145,2,0.4,Cold
42146,2,0.4,Cold
42148,1,0.2,Cold
42150,2,0.4,Cold
42151,3,0.6,Cold
42152,19,3.8,Medium
42157,3,0.6,Cold
42158,1,0.2,Cold
42159,1,0.2,Cold
42161,2,0.4,Cold
42165,7,1.4000000000000001,Cold
42172,1,0.2,Cold
42184,1,0.2,Cold
42191,3,0.6,Cold
42193,1,0.2,Cold
42196,2,0.4,Cold
42203,2,0.4,Cold
42204,50,10.0,Other
42210,1,0.2,Cold
42224,2,0.4,Cold
42225,1,0.2,Cold
42226,2,0.4,Cold
42227,3,0.6,Cold
42228,35,7.000000000000001,Other
42229,11,2.1999999999999997,Medium
42231,1,0.2,Cold
42241,1,0.2,Cold
42243,9,1.7999999999999998,Cold
42244,2,0.4,Cold
42245,13,2.6,Medium
42246,3,0.6,Cold
42250,4,0.8,Cold
42258,3,0.6,Cold
42259,7,1.4000000000000001,Cold
42261,2,0.4,Cold
42265,2,0.4,Cold
42269,1,0.2,Cold
42274,2,0.4,Cold
42284,3,0.6,Cold
42290,15,3.0,Medium
42295,1,0.2,Cold
42296,1,0.2,Cold
42302,1,0.2,Cold
42303,1,0.2,Cold
42311,4,0.8,Cold
42314,5,1.0,Cold
42326,2,0.4,Cold
42329,2,0.4,Cold
42330,1,0.2,Cold
42333,1,0.2,Cold
42344,2,0.4,Cold
42348,1,0.2,Cold
42349,2,0.4,Cold
42352,3,0.6,Cold
42356,1,0.2,Cold
42366,17,3.4000000000000004,Medium
42372,6,1.2,Cold
42388,3,0.6,Cold
42390,12,2.4,Medium
42391,2,0.4,Cold
42392,2,0.4,Cold
42399,3,0.6,Cold
42408,3,0.6,Cold
42421,1,0.2,Cold
42422,4,0.8,Cold
42426,1,0.2,Cold
42431,2,0.4,Cold
42439,3,0.6,Cold
42441,5,1.0,Cold
42454,5,1.0,Cold
42456,11,2.1999999999999997,Medium
42459,1,0.2,Cold
42460,1,0.2,Cold
42461,5,1.0,Cold
42473,3,0.6,Cold
42477,1,0.2,Cold
42483,3,0.6,Cold
42488,3,0.6,Cold
42494,1,0.2,Cold
42497,9,1.7999999999999998,Cold
42501,4,0.8,Cold
42526,2,0.4,Cold
42529,1,0.2,Cold
42532,2,0.4,Cold
42533,2,0.4,Cold
42534,1,0.2,Cold
42539,3,0.6,Cold
42540,6,1.2,Cold
42541,1,0.2,Cold
42544,1,0.2,Cold
42557,2,0.4,Cold
42562,1,0.2,Cold
42566,1,0.2,Cold
42571,2,0.4,Cold
42573,6,1.2,Cold
42575,1,0.2,Cold
42576,4,0.8,Cold
42582,1,0.2,Cold
42584,1,0.2,Cold
42599,2,0.4,Cold
42603,1,0.2,Cold
42604,6,1.2,Cold
42605,3,0.6,Cold
42612,2,0.4,Cold
42618,2,0.4,Cold
42619,1,0.2,Cold
42631,1,0.2,Cold
42634,2,0.4,Cold
42639,2,0.4,Cold
42640,25,5.0,Medium
42647,1,0.2,Cold
42648,2,0.4,Cold
42653,1,0.2,Cold
42654,3,0.6,Cold
42659,1,0.2,Cold
42663,8,1.6,Cold
42669,2,0.4,Cold
42670,6,1.2,Cold
42672,2,0.4,Cold
42673,2,0.4,Cold
42678,2,0.4,Cold
42679,1,0.2,Cold
42680,3,0.6,Cold
42684,2,0.4,Cold
42688,5,1.0,Cold
42696,4,0.8,Cold
42700,7,1.4000000000000001,Cold
42704,6,1.2,Cold
42716,5,1.0,Cold
42725,1,0.2,Cold
42727,3,0.6,Cold
42741,2,0.4,Cold
42742,5,1.0,Cold
42746,4,0.8,Cold
42748,8,1.6,Cold
42763,1,0.2,Cold
42767,3,0.6,Cold
42771,1,0.2,Cold
42773,3,0.6,Cold
42781,4,0.8,Cold
42783,2,0.4,Cold
42784,11,2.1999999999999997,Medium
42785,3,0.6,Cold
42791,8,1.6,Cold
42794,5,1.0,Cold
42796,1,0.2,Cold
42798,2,0.4,Cold
42806,8,1.6,Cold
42811,7,1.4000000000000001,Cold
42813,2,0.4,Cold
42814,3,0.6,Cold
42821,1,0.2,Cold
42827,5,1.0,Cold
42828,3,0.6,Cold
42830,2,0.4,Cold
42845,2,0.4,Cold
42851,3,0.6,Cold
42853,2,0.4,Cold
42859,5,1.0,Cold
42860,3,0.6,Cold
42866,5,1.0,Cold
42871,20,4.0,Medium
42883,3,0.6,Cold
42885,9,1.7999999999999998,Cold
42896,1,0.2,Cold
42903,3,0.6,Cold
42905,2,0.4,Cold
42911,3,0.6,Cold
42915,1,0.2,Cold
42924,3,0.6,Cold
42925,2,0.4,Cold
42928,1,0.2,Cold
42930,2,0.4,Cold
42936,3,0.6,Cold
42941,2,0.4,Cold
42946,8,1.6,Cold
42947,1,0.2,Cold
42951,6,1.2,Cold
42955,2,0.4,Cold
42959,1,0.2,Cold
42960,1,0.2,Cold
42964,6,1.2,Cold
42966,1,0.2,Cold
42967,1,0.2,Cold
42973,2,0.4,Cold
42982,2,0.4,Cold
42983,2,0.4,Cold
42994,3,0.6,Cold
43012,9,1.7999999999999998,Cold
43013,3,0.6,Cold
43016,1,0.2,Cold
43020,2,0.4,Cold
43024,2,0.4,Cold
43026,4,0.8,Cold
43028,3,0.6,Cold
43031,1,0.2,Cold
43034,1,0.2,Cold
43040,2,0.4,Cold
43041,2,0.4,Cold
43043,2,0.4,Cold
43044,1,0.2,Cold
43056,3,0.6,Cold
43064,3,0.6,Cold
43070,4,0.8,Cold
43074,1,0.2,Cold
43077,1,0.2,Cold
43082,1,0.2,Cold
43083,1,0.2,Cold
43089,1,0.2,Cold
43094,1,0.2,Cold
43096,1,0.2,Cold
43104,4,0.8,Cold
43107,1,0.2,Cold
43111,3,0.6,Cold
43113,1,0.2,Cold
43126,1,0.2,Cold
43129,1,0.2,Cold
43131,2,0.4,Cold
43140,4,0.8,Cold
43169,1,0.2,Cold
43173,2,0.4,Cold
43189,2,0.4,Cold
43193,5,1.0,Cold
43209,28,5.6000000000000005,Other
43210,5,1.0,Cold
43220,2,0.4,Cold
43221,13,2.6,Medium
43224,1,0.2,Cold
43226,1,0.2,Cold
43229,6,1.2,Cold
43231,1,0.2,Cold
43250,7,1.4000000000000001,Cold
43255,2,0.4,Cold
43257,2,0.4,Cold
43258,3,0.6,Cold
43260,1,0.2,Cold
43261,2,0.4,Cold
43262,3,0.6,Cold
43264,1,0.2,Cold
43269,5,1.0,Cold
43270,3,0.6,Cold
43276,1,0.2,Cold
43279,1,0.2,Cold
43286,4,0.8,Cold
43288,4,0.8,Cold
43290,3,0.6,Cold
43296,30,6.0,Other
43303,2,0.4,Cold
43304,5,1.0,Cold
43311,1,0.2,Cold
43316,2,0.4,Cold
43319,3,0.6,Cold
43320,2,0.4,Cold
43332,5,1.0,Cold
43337,4,0.8,Cold
43353,2,0.4,Cold
43356,7,1.4000000000000001,Cold
43358,8,1.6,Cold
43362,3,0.6,Cold
43368,4,0.8,Cold
43369,4,0.8,Cold
43381,1,0.2,Cold
43383,4,0.8,Cold
43384,35,7.000000000000001,Other
43385,6,1.2,Cold
43386,6,1.2,Cold
43388,3,0.6,Cold
43403,1,0.2,Cold
43405,1,0.2,Cold
43422,3,0.6,Cold
43423,2,0.4,Cold
43432,18,3.5999999999999996,Medium
43433,11,2.1999999999999997,Medium
43444,2,0.4,Cold
43445,2,0.4,Cold
43446,3,0.6,Cold
43448,1,0.2,Cold
43452,2,0.4,Cold
43459,12,2.4,Medium
43464,1,0.2,Cold
43468,2,0.4,Cold
43472,3,0.6,Cold
43474,5,1.0,Cold
43483,1,0.2,Cold
43492,3,0.6,Cold
43494,1,0.2,Cold
43497,1,0.2,Cold
43499,3,0.6,Cold
43503,1,0.2,Cold
43509,4,0.8,Cold
43514,1,0.2,Cold
43516,3,0.6,Cold
43518,2,0.4,Cold
43525,28,5.6000000000000005,Other
43528,3,0.6,Cold
43531,2,0.4,Cold
43541,5,1.0,Cold
43542,1,0.2,Cold
43548,1,0.2,Cold
43558,1,0.2,Cold
43559,2,0.4,Cold
43575,1,0.2,Cold
43578,6,1.2,Cold
43587,2,0.4,Cold
43590,12,2.4,Medium
43596,16,3.2,Medium
43598,1,0.2,Cold
43602,5,1.0,Cold
43603,1,0.2,Cold
43605,2,0.4,Cold
43610,8,1.6,Cold
43614,7,1.4000000000000001,Cold
43617,1,0.2,Cold
43619,1,0.2,Cold
43622,2,0.4,Cold
43630,1,0.2,Cold
43631,3,0.6,Cold
43641,2,0.4,Cold
43648,1,0.2,Cold
43656,1,0.2,Cold
43659,1,0.2,Cold
43662,1,0.2,Cold
43680,1,0.2,Cold
43688,8,1.6,Cold
43690,2,0.4,Cold
43697,1,0.2,Cold
43706,7,1.4000000000000001,Cold
43708,1,0.2,Cold
43716,4,0.8,Cold
43718,4,0.8,Cold
43730,2,0.4,Cold
43733,8,1.6,Cold
43734,2,0.4,Cold
43737,2,0.4,Cold
43741,2,0.4,Cold
43744,1,0.2,Cold
43750,1,0.2,Cold
43755,6,1.2,Cold
43758,9,1.7999999999999998,Cold
43760,1,0.2,Cold
43765,5,1.0,Cold
43770,9,1.7999999999999998,Cold
43772,10,2.0,Cold
43778,1,0.2,Cold
43781,9,1.7999999999999998,Cold
43785,2,0.4,Cold
43787,2,0.4,Cold
43791,2,0.4,Cold
43810,2,0.4,Cold
43820,16,3.2,Medium
43823,1,0.2,Cold
43832,2,0.4,Cold
43836,1,0.2,Cold
43839,2,0.4,Cold
43840,2,0.4,Cold
43844,2,0.4,Cold
43845,10,2.0,Cold
43855,1,0.2,Cold
43868,3,0.6,Cold
43873,1,0.2,Cold
43877,1,0.2,Cold
43878,2,0.4,Cold
43884,1,0.2,Cold
43886,4,0.8,Cold
43888,1,0.2,Cold
43898,1,0.2,Cold
43901,4,0.8,Cold
43904,3,0.6,Cold
43905,8,1.6,Cold
43914,3,0.6,Cold
43916,3,0.6,Cold
43920,1,0.2,Cold
43924,7,1.4000000000000001,Cold
43927,1,0.2,Cold
43935,2,0.4,Cold
43936,5,1.0,Cold
43940,4,0.8,Cold
43945,20,4.0,Medium
43950,2,0.4,Cold
43953,5,1.0,Cold
43965,1,0.2,Cold
43968,2,0.4,Cold
43970,6,1.2,Cold
43979,1,0.2,Cold
43981,10,2.0,Cold
43984,1,0.2,Cold
43985,1,0.2,Cold
43988,8,1.6,Cold
43990,1,0.2,Cold
43994,1,0.2,Cold
43996,3,0.6,Cold
43997,5,1.0,Cold
43998,2,0.4,Cold
44017,1,0.2,Cold
44032,4,0.8,Cold
44045,1,0.2,Cold
44051,1,0.2,Cold
44061,2,0.4,Cold
44067,2,0.4,Cold
44068,7,1.4000000000000001,Cold
44070,21,4.2,Medium
44073,3,0.6,Cold
44074,3,0.6,Cold
44083,2,0.4,Cold
44084,3,0.6,Cold
44102,1,0.2,Cold
44103,1,0.2,Cold
44107,4,0.8,Cold
44110,1,0.2,Cold
44119,1,0.2,Cold
44127,1,0.2,Cold
44128,1,0.2,Cold
44130,1,0.2,Cold
44131,3,0.6,Cold
44133,1,0.2,Cold
44135,4,0.8,Cold
44136,1,0.2,Cold
44138,7,1.4000000000000001,Cold
44146,1,0.2,Cold
44151,4,0.8,Cold
44153,2,0.4,Cold
44154,5,1.0,Cold
44157,1,0.2,Cold
44159,1,0.2,Cold
44171,6,1.2,Cold
44177,1,0.2,Cold
44178,2,0.4,Cold
44183,1,0.2,Cold
44191,5,1.0,Cold
44193,4,0.8,Cold
44199,2,0.4,Cold
44204,1,0.2,Cold
44208,2,0.4,Cold
44210,5,1.0,Cold
44212,1,0.2,Cold
44213,1,0.2,Cold
44221,1,0.2,Cold
44230,3,0.6,Cold
44232,2,0.4,Cold
44242,1,0.2,Cold
44246,2,0.4,Cold
44262,1,0.2,Cold
44264,2,0.4,Cold
44278,2,0.4,Cold
44279,1,0.2,Cold
44287,1,0.2,Cold
44288,3,0.6,Cold
44294,1,0.2,Cold
44302,1,0.2,Cold
44303,2,0.4,Cold
44316,1,0.2,Cold
44318,6,1.2,Cold
44324,4,0.8,Cold
44326,1,0.2,Cold
44336,3,0.6,Cold
44342,1,0.2,Cold
44345,1,0.2,Cold
44346,3,0.6,Cold
44350,3,0.6,Cold
44362,2,0.4,Cold
44363,1,0.2,Cold
44364,2,0.4,Cold
44372,1,0.2,Cold
44375,1,0.2,Cold
44378,2,0.4,Cold
44379,1,0.2,Cold
44381,2,0.4,Cold
44382,3,0.6,Cold
44389,1,0.2,Cold
44395,2,0.4,Cold
44402,1,0.2,Cold
44403,5,1.0,Cold
44414,1,0.2,Cold
44415,1,0.2,Cold
44421,1,0.2,Cold
44426,1,0.2,Cold
44427,1,0.2,Cold
44434,2,0.4,Cold
44440,1,0.2,Cold
44444,2,0.4,Cold
44445,1,0.2,Cold
44448,1,0.2,Cold
44449,1,0.2,Cold
44453,4,0.8,Cold
44470,2,0.4,Cold
44481,14,2.8000000000000003,Medium
44482,3,0.6,Cold
44488,1,0.2,Cold
44491,2,0.4,Cold
44492,30,6.0,Other
44495,6,1.2,Cold
44497,10,2.0,Cold
44499,1,0.2,Cold
44509,2,0.4,Cold
44512,3,0.6,Cold
44514,1,0.2,Cold
44521,2,0.4,Cold
44526,4,0.8,Cold
44531,13,2.6,Medium
44542,3,0.6,Cold
44555,1,0.2,Cold
44557,4,0.8,Cold
44562,1,0.2,Cold
44563,2,0.4,Cold
44568,5,1.0,Cold
44576,15,3.0,Medium
44582,1,0.2,Cold
44586,3,0.6,Cold
44592,1,0.2,Cold
44610,1,0.2,Cold
44612,2,0.4,Cold
44613,5,1.0,Cold
44626,1,0.2,Cold
44633,2,0.4,Cold
44635,1,0.2,Cold
44643,1,0.2,Cold
44647,1,0.2,Cold
44650,21,4.2,Medium
44651,3,0.6,Cold
44655,2,0.4,Cold
44657,2,0.4,Cold
44658,1,0.2,Cold
44660,2,0.4,Cold
44674,3,0.6,Cold
44675,3,0.6,Cold
44676,1,0.2,Cold
44677,1,0.2,Cold
44678,9,1.7999999999999998,Cold
44683,1,0.2,Cold
44700,1,0.2,Cold
44702,2,0.4,Cold
44710,1,0.2,Cold
44722,3,0.6,Cold
44724,1,0.2,Cold
44726,4,0.8,Cold
44728,1,0.2,Cold
44743,2,0.4,Cold
44744,1,0.2,Cold
44748,2,0.4,Cold
44751,3,0.6,Cold
44752,5,1.0,Cold
44756,1,0.2,Cold
44757,2,0.4,Cold
44766,1,0.2,Cold
44767,1,0.2,Cold
44773,6,1.2,Cold
44775,2,0.4,Cold
44779,6,1.2,Cold
44780,14,2.8000000000000003,Medium
44784,2,0.4,Cold
44790,13,2.6,Medium
44793,1,0.2,Cold
44797,2,0.4,Cold
44798,3,0.6,Cold
44799,1,0.2,Cold
44801,7,1.4000000000000001,Cold
44811,2,0.4,Cold
44815,2,0.4,Cold
44818,1,0.2,Cold
44820,1,0.2,Cold
44824,3,0.6,Cold
44825,5,1.0,Cold
44831,2,0.4,Cold
44834,1,0.2,Cold
44846,6,1.2,Cold
44849,3,0.6,Cold
44851,5,1.0,Cold
44863,6,1.2,Cold
44866,3,0.6,Cold
44874,14,2.8000000000000003,Medium
44875,6,1.2,Cold
44877,1,0.2,Cold
44885,5,1.0,Cold
44886,2,0.4,Cold
44893,1,0.2,Cold
44894,6,1.2,Cold
44895,2,0.4,Cold
44898,1,0.2,Cold
44899,2,0.4,Cold
44924,1,0.2,Cold
44928,1,0.2,Cold
44933,1,0.2,Cold
44938,3,0.6,Cold
44940,2,0.4,Cold
44945,2,0.4,Cold
44950,2,0.4,Cold
44953,9,1.7999999999999998,Cold
44955,3,0.6,Cold
44966,2,0.4,Cold
44968,1,0.2,Cold
44985,1,0.2,Cold
44990,1,0.2,Cold
44994,1,0.2,Cold
44996,16,3.2,Medium
45003,1,0.2,Cold
45015,34,6.800000000000001,Other
45019,1,0.2,Cold
45027,5,1.0,Cold
45032,1,0.2,Cold
45036,1,0.2,Cold
45038,2,0.4,Cold
45047,5,1.0,Cold
45049,3,0.6,Cold
45051,2,0.4,Cold
45052,2,0.4,Cold
45053,1,0.2,Cold
45054,6,1.2,Cold
45057,1,0.2,Cold
45059,1,0.2,Cold
45060,17,3.4000000000000004,Medium
45069,2,0.4,Cold
45071,7,1.4000000000000001,Cold
45079,2,0.4,Cold
45083,3,0.6,Cold
45087,3,0.6,Cold
45089,2,0.4,Cold
45091,1,0.2,Cold
45094,2,0.4,Cold
45100,8,1.6,Cold
45101,1,0.2,Cold
45106,1,0.2,Cold
45107,1,0.2,Cold
45108,1,0.2,Cold
