User,Count
37268,5
37270,2
37273,2
37274,2
37283,4
37285,2
37288,3
37289,1
37296,9
37298,1
37301,7
37314,3
37315,4
37319,17
37323,3
37327,3
37334,1
37337,1
37348,7
37358,1
37361,2
37369,1
37386,1
37387,5
37389,2
37390,1
37394,1
37395,1
37396,1
37400,1
37404,7
37406,6
37409,2
37419,3
37424,1
37431,2
37462,1
37464,5
37473,1
37480,2
37491,1
37517,2
37524,4
37536,9
37538,2
37540,1
37542,3
37551,2
37552,1
37553,1
37555,2
37556,2
37570,3
37585,14
37592,2
37593,2
37594,3
37604,2
37606,2
37611,1
37612,1
37614,3
37626,2
37630,3
37631,1
37634,3
37637,1
37639,5
37642,1
37654,1
37657,2
37658,4
37661,1
37673,5
37684,1
37692,2
37696,2
37708,4
37712,2
37713,2
37716,6
37722,3
37723,1
37725,2
37728,1
37730,5
37734,2
37738,7
37745,2
37746,1
37747,3
37752,2
37755,1
37767,8
37772,7
37774,1
37777,1
37779,1
37781,5
37785,1
37787,2
37791,1
37793,6
37795,2
37803,1
37812,1
37814,9
37815,3
37819,11
37821,3
37826,2
37833,1
37834,2
37838,3
37869,2
37882,4
37883,2
37887,2
37905,1
37911,8
37915,1
37924,1
37925,24
37940,3
37944,3
37945,9
37947,7
37954,2
37964,1
37967,1
37975,1
37977,1
37989,3
37990,2
37993,1
37994,1
37995,1
38005,1
38015,1
38017,2
38023,2
38036,11
38037,1
38041,5
38042,5
38046,4
38049,2
38050,6
38067,2
38074,3
38077,2
38080,1
38082,15
38094,1
38096,1
38098,5
38099,1
38104,4
38107,2
38116,2
38127,3
38136,1
38137,1
38139,4
38141,7
38144,3
38150,2
38153,1
38155,1
38157,2
38162,1
38163,2
38166,3
38170,1
38171,5
38172,4
38179,6
38182,3
38184,23
38194,2
38198,9
38204,3
38232,1
38236,1
38240,2
38241,15
38247,3
38255,4
38265,1
38267,27
38268,1
38270,3
38271,1
38276,2
38278,2
38280,1
38286,1
38287,1
38293,4
38305,2
38308,6
38310,2
38313,2
38314,4
38320,1
38325,4
38329,1
38334,2
38343,3
38344,1
38349,4
38354,3
38356,1
38363,2
38372,14
38390,1
38406,1
38413,2
38414,1
38416,1
38417,1
38419,1
38421,2
38422,1
38427,1
38428,1
38429,1
38430,5
38431,2
38439,1
38440,1
38442,1
38446,3
38451,4
38453,1
38455,5
38456,2
38459,1
38463,2
38464,1
38470,1
38472,2
38473,4
38480,3
38484,1
38490,3
38491,1
38494,3
38496,1
38501,1
38503,2
38510,1
38517,3
38519,1
38523,1
38527,1
38531,4
38536,1
38546,1
38556,1
38559,2
38562,2
38567,3
38571,1
38582,1
38583,2
38585,7
38587,2
38604,4
38605,10
38608,2
38629,4
38633,3
38635,1
38641,2
38642,14
38643,3
38646,3
38655,12
38659,1
38662,2
38663,8
38668,3
38670,12
38673,2
38675,2
38678,1
38680,2
38681,8
38684,2
38690,2
38694,1
38695,10
38697,2
38704,1
38708,1
38710,15
38718,2
38721,2
38726,1
38728,5
38730,2
38733,2
38735,3
38742,1
38750,1
38753,5
38754,2
38756,27
38757,3
38759,1
38763,8
38766,2
38786,1
38788,2
38792,4
38795,3
38796,1
38800,12
38802,7
38819,1
38828,2
38834,3
38838,1
38840,1
38846,2
38848,5
38849,3
38850,1
38857,2
38860,2
38863,2
38870,3
38874,1
38880,3
38881,1
38890,9
38895,3
38897,5
38899,19
38904,5
38906,2
38907,2
38913,1
38914,1
38918,2
38926,1
38928,3
38933,3
38944,5
38945,5
38947,1
38953,2
38957,9
38961,2
38968,1
38975,2
38978,2
38981,2
38987,1
38988,30
38991,4
38994,7
38996,2
38999,2
39006,2
39011,4
39023,2
39024,2
39026,1
39030,1
39034,3
39035,1
39039,2
39041,3
39042,2
39045,3
39048,2
39060,3
39061,3
39069,1
39072,1
39074,1
39077,3
39079,3
39082,5
39087,1
39089,13
39091,1
39104,1
39106,1
39123,2
39124,1
39127,1
39128,3
39131,2
39134,6
39136,2
39137,2
39144,1
39146,2
39148,2
39151,15
39154,28
39161,2
39163,2
39164,18
39172,1
39173,8
39175,1
39178,1
39181,45
39188,3
39199,4
39208,4
39210,1
39212,4
39214,32
39245,7
39249,19
39252,1
39253,5
39255,1
39261,2
39263,1
39269,1
39276,1
39277,2
39278,3
39283,1
39293,1
39303,2
39304,2
39313,3
39325,1
39329,1
39334,2
39335,1
39340,2
39342,1
39347,2
39350,1
39354,1
39360,1
39368,1
39370,1
39382,29
39384,4
39386,4
39387,16
39388,3
39390,3
39395,10
39397,3
39404,8
39408,2
39409,1
39431,2
39438,1
39445,3
39451,13
39453,1
39458,2
39461,9
39463,3
39465,3
39469,3
39472,3
39475,9
39477,1
39478,5
39483,2
39484,1
39487,1
39488,1
39504,2
39505,2
39512,1
39514,3
39521,1
39525,3
39532,1
39551,4
39555,4
39559,8
39562,8
39577,1
39581,4
39582,5
39586,2
39590,2
39594,1
39599,2
39601,9
39603,5
39622,4
39625,3
39629,1
39631,7
39635,3
39639,9
39640,3
39645,2
39657,2
39669,4
39673,2
39677,1
39679,1
39681,1
39683,2
39689,2
39696,1
39698,3
39701,1
39721,1
39722,1
39739,4
39740,1
39747,2
39752,1
39756,2
39759,2
39765,1
39766,23
39768,1
39769,1
39778,8
39782,2
39791,5
39792,2
39793,2
39794,1
39796,2
39803,2
39804,2
39805,2
39806,6
39808,1
39810,5
39812,1
39826,1
39829,3
39842,2
39846,4
39847,2
39851,2
39858,1
39859,1
39867,2
39872,2
39880,9
39882,1
39886,1
39892,1
39895,3
39903,1
39905,5
39907,3
39908,3
39917,2
39923,3
39926,10
39933,8
39934,1
39937,19
39944,2
39945,2
39948,1
39952,1
39957,1
39958,1
39963,2
39964,2
39966,1
39979,5
39986,7
39992,1
39996,1
40003,1
40017,1
40020,4
40027,1
40029,5
40030,2
40032,3
40034,1
40043,1
40044,1
40045,3
40046,2
40049,2
40057,2
40058,50
40059,3
40063,5
40073,2
40075,2
40085,1
40086,5
40088,1
40089,1
40093,8
40104,1
40124,1
40126,6
40130,2
40135,3
40143,6
40155,1
40164,2
40170,1
40174,4
40175,1
40182,5
40185,4
40187,2
40198,1
40206,12
40212,1
40226,1
40231,5
40236,1
40238,2
40239,4
40249,1
40250,1
40271,2
40279,1
40280,3
40282,3
40288,3
40291,8
40292,1
40293,4
40310,1
40319,6
40331,3
40332,1
40333,1
40338,1
40342,1
40348,5
40355,1
40358,3
40361,2
40375,3
40376,2
40377,1
40379,3
40382,6
40384,2
40388,1
40389,2
40400,1
40403,3
40406,1
40407,4
40429,2
40446,5
40448,2
40450,1
40451,2
40456,13
40459,3
40460,2
40466,5
40473,3
40477,2
40480,4
40481,1
40484,4
40486,2
40501,1
40504,1
40507,5
40512,3
40517,1
40523,11
40530,1
40539,1
40540,1
40542,1
40543,1
40551,3
40552,1
40558,4
40579,2
40580,1
40582,7
40584,1
40585,5
40590,2
40597,2
40607,2
40609,1
40610,2
40616,5
40617,18
40618,15
40619,8
40626,1
40627,3
40639,1
40643,5
40647,7
40648,4
40653,1
40656,1
40657,2
40661,3
40683,3
40687,1
40688,2
40690,1
40694,2
40696,1
40699,8
40708,1
40709,3
40711,10
40716,1
40721,14
40723,4
40724,2
40738,4
40743,1
40749,3
40763,6
40766,1
40770,1
40774,1
40775,1
40777,1
40781,2
40782,3
40783,1
40784,1
40789,2
40790,1
40793,4
40800,4
40802,1
40810,2
40833,2
40836,4
40839,2
40842,1
40844,2
40847,11
40856,8
40858,1
40859,10
40861,3
40862,1
40865,4
40867,5
40871,2
40874,3
40875,3
40890,1
40895,1
40906,2
40908,1
40922,2
40928,2
40929,1
40936,2
40938,15
40944,2
40946,1
40953,2
40960,7
40966,4
40968,1
40969,2
40970,3
40972,1
40977,1
40986,2
40992,3
40995,2
40996,1
40997,1
41003,1
41005,4
41011,2
41014,5
41017,1
41028,2
41042,1
41043,1
41047,2
41050,1
41060,3
41063,2
41064,4
41066,2
41068,3
41085,6
41088,4
41099,1
41100,14
41105,2
41115,5
41118,1
41124,10
41129,2
41130,2
41131,13
41136,3
41140,14
41144,1
41145,1
41156,2
41157,2
41158,2
41159,2
41161,4
41164,1
41170,3
41172,1
41175,3
41176,10
41184,3
41197,1
41204,2
41216,1
41218,1
41221,8
41226,3
41233,2
41235,3
41238,3
41241,14
41246,3
41256,2
41257,1
41265,5
41266,1
41267,65
41272,3
41275,1
41277,12
41286,1
41292,1
41302,1
41303,6
41305,5
41315,1
41320,2
41325,1
41326,1
41329,5
41337,6
41338,6
41343,2
41347,1
41351,2
41363,2
41364,1
41366,4
41375,1
41379,4
41381,2
41389,15
41397,2
41398,2
41400,2
41408,1
41412,2
41413,5
41416,1
41417,1
41418,3
41424,6
41426,1
41436,1
41444,9
41451,3
41453,3
41455,1
41468,8
41469,1
41472,1
41473,11
41475,2
41484,12
41488,1
41492,1
41496,9
41498,4
41503,4
41510,2
41512,2
41522,4
41527,3
41532,9
41534,1
41537,2
41544,3
41547,3
41556,6
41560,2
41561,2
41567,1
41576,1
41581,1
41583,2
41591,2
41598,3
41600,2
41602,2
41605,4
41607,2
41611,1
41612,4
41614,1
41616,1
41618,2
41619,1
41623,1
41625,9
41628,13
41636,19
41637,2
41646,1
41654,2
41660,1
41663,2
41666,13
41667,5
41669,8
41671,2
41675,1
41680,2
41687,2
41692,1
41693,5
41694,1
41699,1
41702,1
41707,1
41713,12
41716,1
41720,1
41722,1
41725,1
41726,2
41727,9
41735,2
41743,1
41745,1
41750,1
41757,1
41765,1
41768,1
41770,1
41772,2
41774,1
41790,2
41795,5
41796,1
41803,1
41805,1
41817,2
41827,1
41836,3
41837,1
41843,3
41856,2
41858,1
41862,1
41864,6
41865,1
41875,2
41880,6
41881,2
41883,14
41885,3
41887,1
41890,2
41891,6
41893,1
41897,1
41902,2
41907,1
41917,3
41924,3
41932,1
41936,1
41937,3
41944,1
41949,1
41954,4
41958,2
41959,1
41963,1
41965,4
41972,3
41975,6
41981,1
41984,2
41999,1
42000,10
42005,4
42007,3
42011,2
42019,1
42022,8
42029,11
42038,1
42043,1
42045,1
42046,1
42053,1
42057,2
42077,10
42080,1
42090,1
42092,1
42094,6
42100,5
42103,9
42104,2
42106,1
42108,4
42119,4
42124,23
42128,2
42129,1
42133,4
42139,2
42143,9
42145,2
42146,2
42148,1
42150,2
42151,3
42152,19
42157,3
42158,1
42159,1
42161,2
42165,7
42172,1
42184,1
42191,3
42193,1
42196,2
42203,2
42204,50
42210,1
42224,2
42225,1
42226,2
42227,3
42228,35
42229,11
42231,1
42241,1
42243,9
42244,2
42245,13
42246,3
42250,4
42258,3
42259,7
42261,2
42265,2
42269,1
42274,2
42284,3
42290,15
42295,1
42296,1
42302,1
42303,1
42311,4
42314,5
42326,2
42329,2
42330,1
42333,1
42344,2
42348,1
42349,2
42352,3
42356,1
42366,17
42372,6
42388,3
42390,12
42391,2
42392,2
42399,3
42408,3
42421,1
42422,4
42426,1
42431,2
42439,3
42441,5
42454,5
42456,11
42459,1
42460,1
42461,5
42473,3
42477,1
42483,3
42488,3
42494,1
42497,9
42501,4
42526,2
42529,1
42532,2
42533,2
42534,1
42539,3
42540,6
42541,1
42544,1
42557,2
42562,1
42566,1
42571,2
42573,6
42575,1
42576,4
42582,1
42584,1
42599,2
42603,1
42604,6
42605,3
42612,2
42618,2
42619,1
42631,1
42634,2
42639,2
42640,25
42647,1
42648,2
42653,1
42654,3
42659,1
42663,8
42669,2
42670,6
42672,2
42673,2
42678,2
42679,1
42680,3
42684,2
42688,5
42696,4
42700,7
42704,6
42716,5
42725,1
42727,3
42741,2
42742,5
42746,4
42748,8
42763,1
42767,3
42771,1
42773,3
42781,4
42783,2
42784,11
42785,3
42791,8
42794,5
42796,1
42798,2
42806,8
42811,7
42813,2
42814,3
42821,1
42827,5
42828,3
42830,2
42845,2
42851,3
42853,2
42859,5
42860,3
42866,5
42871,20
42883,3
42885,9
42896,1
42903,3
42905,2
42911,3
42915,1
42924,3
42925,2
42928,1
42930,2
42936,3
42941,2
42946,8
42947,1
42951,6
42955,2
42959,1
42960,1
42964,6
42966,1
42967,1
42973,2
42982,2
42983,2
42994,3
43012,9
43013,3
43016,1
43020,2
43024,2
43026,4
43028,3
43031,1
43034,1
43040,2
43041,2
43043,2
43044,1
43056,3
43064,3
43070,4
43074,1
43077,1
43082,1
43083,1
43089,1
43094,1
43096,1
43104,4
43107,1
43111,3
43113,1
43126,1
43129,1
43131,2
43140,4
43169,1
43173,2
43189,2
43193,5
43209,28
43210,5
43220,2
43221,13
43224,1
43226,1
43229,6
43231,1
43250,7
43255,2
43257,2
43258,3
43260,1
43261,2
43262,3
43264,1
43269,5
43270,3
43276,1
43279,1
43286,4
43288,4
43290,3
43296,30
43303,2
43304,5
43311,1
43316,2
43319,3
43320,2
43332,5
43337,4
43353,2
43356,7
43358,8
43362,3
43368,4
43369,4
43381,1
43383,4
43384,35
43385,6
43386,6
43388,3
43403,1
43405,1
43422,3
43423,2
43432,18
43433,11
43444,2
43445,2
43446,3
43448,1
43452,2
43459,12
43464,1
43468,2
43472,3
43474,5
43483,1
43492,3
43494,1
43497,1
43499,3
43503,1
43509,4
43514,1
43516,3
43518,2
43525,28
43528,3
43531,2
43541,5
43542,1
43548,1
43558,1
43559,2
43575,1
43578,6
43587,2
43590,12
43596,16
43598,1
43602,5
43603,1
43605,2
43610,8
43614,7
43617,1
43619,1
43622,2
43630,1
43631,3
43641,2
43648,1
43656,1
43659,1
43662,1
43680,1
43688,8
43690,2
43697,1
43706,7
43708,1
43716,4
43718,4
43730,2
43733,8
43734,2
43737,2
43741,2
43744,1
43750,1
43755,6
43758,9
43760,1
43765,5
43770,9
43772,10
43778,1
43781,9
43785,2
43787,2
43791,2
43810,2
43820,16
43823,1
43832,2
43836,1
43839,2
43840,2
43844,2
43845,10
43855,1
43868,3
43873,1
43877,1
43878,2
43884,1
43886,4
43888,1
43898,1
43901,4
43904,3
43905,8
43914,3
43916,3
43920,1
43924,7
43927,1
43935,2
43936,5
43940,4
43945,20
43950,2
43953,5
43965,1
43968,2
43970,6
43979,1
43981,10
43984,1
43985,1
43988,8
43990,1
43994,1
43996,3
43997,5
43998,2
44017,1
44032,4
44045,1
44051,1
44061,2
44067,2
44068,7
44070,21
44073,3
44074,3
44083,2
44084,3
44102,1
44103,1
44107,4
44110,1
44119,1
44127,1
44128,1
44130,1
44131,3
44133,1
44135,4
44136,1
44138,7
44146,1
44151,4
44153,2
44154,5
44157,1
44159,1
44171,6
44177,1
44178,2
44183,1
44191,5
44193,4
44199,2
44204,1
44208,2
44210,5
44212,1
44213,1
44221,1
44230,3
44232,2
44242,1
44246,2
44262,1
44264,2
44278,2
44279,1
44287,1
44288,3
44294,1
44302,1
44303,2
44316,1
44318,6
44324,4
44326,1
44336,3
44342,1
44345,1
44346,3
44350,3
44362,2
44363,1
44364,2
44372,1
44375,1
44378,2
44379,1
44381,2
44382,3
44389,1
44395,2
44402,1
44403,5
44414,1
44415,1
44421,1
44426,1
44427,1
44434,2
44440,1
44444,2
44445,1
44448,1
44449,1
44453,4
44470,2
44481,14
44482,3
44488,1
44491,2
44492,30
44495,6
44497,10
44499,1
44509,2
44512,3
44514,1
44521,2
44526,4
44531,13
44542,3
44555,1
44557,4
44562,1
44563,2
44568,5
44576,15
44582,1
44586,3
44592,1
44610,1
44612,2
44613,5
44626,1
44633,2
44635,1
44643,1
44647,1
44650,21
44651,3
44655,2
44657,2
44658,1
44660,2
44674,3
44675,3
44676,1
44677,1
44678,9
44683,1
44700,1
44702,2
44710,1
44722,3
44724,1
44726,4
44728,1
44743,2
44744,1
44748,2
44751,3
44752,5
44756,1
44757,2
44766,1
44767,1
44773,6
44775,2
44779,6
44780,14
44784,2
44790,13
44793,1
44797,2
44798,3
44799,1
44801,7
44811,2
44815,2
44818,1
44820,1
44824,3
44825,5
44831,2
44834,1
44846,6
44849,3
44851,5
44863,6
44866,3
44874,14
44875,6
44877,1
44885,5
44886,2
44893,1
44894,6
44895,2
44898,1
44899,2
44924,1
44928,1
44933,1
44938,3
44940,2
44945,2
44950,2
44953,9
44955,3
44966,2
44968,1
44985,1
44990,1
44994,1
44996,16
45003,1
45015,34
45019,1
45027,5
45032,1
45036,1
45038,2
45047,5
45049,3
45051,2
45052,2
45053,1
45054,6
45057,1
45059,1
45060,17
45069,2
45071,7
45079,2
45083,3
45087,3
45089,2
45091,1
45094,2
45100,8
45101,1
45106,1
45107,1
45108,1
45115,4
45120,5
45123,1
45124,1
45128,1
45131,1
45133,9
45135,3
45144,1
45149,2
45157,1
45158,15
45159,4
45161,5
45162,3
45169,2
45170,3
45174,3
45175,6
45181,2
45186,2
45189,1
45199,1
45205,1
45206,1
45208,5
45213,1
45222,2
45228,3
45229,1
45231,5
45233,3
45237,9
45241,6
45243,2
45247,5
45249,3
45254,1
45255,3
45267,4
45276,2
45278,3
45283,3
45288,5
45290,2
45298,2
45299,1
45300,3
45306,2
45314,5
45334,3
45339,2
45340,2
45341,2
45342,1
45353,2
45359,6
45377,2
45379,5
45384,1
45385,4
45388,9
45397,12
45406,24
45408,3
45415,1
45426,2
45437,2
45443,1
45456,3
45464,1
45471,4
45473,9
45481,8
45483,3
45487,2
45506,1
45507,1
45511,7
45516,3
45526,3
45527,2
45528,2
45535,2
45539,1
45551,3
45558,1
45568,1
45581,1
45593,5
45595,1
45596,2
45597,2
45602,3
45604,7
45606,1
45624,1
45625,1
45632,1
45635,6
45640,1
45643,8
45652,2
45659,1
45663,1
45681,12
45685,2
45695,7
45696,4
45697,1
45701,2
45706,3
45710,1
45716,4
45719,7
45721,11
45724,4
45725,1
45728,10
45732,3
45734,1
45740,4
45746,1
45747,4
45757,1
45762,4
45771,1
45772,1
45793,1
45796,1
45797,2
45801,2
45805,5
45809,2
45810,4
45815,33
45818,4
45828,1
45829,2
45835,3
45837,4
45840,1
45850,4
45856,6
45858,1
45860,3
45866,7
45867,2
45875,1
45877,3
45881,6
45890,1
45899,1
45900,2
45904,5
45915,11
45921,3
45926,1
45928,10
45930,2
45931,1
45932,2
45933,1
45939,1
45946,1
45959,17
45961,11
45966,5
45968,2
45970,4
45974,22
45978,1
45981,1
45982,10
45989,12
45997,1
45998,1
46005,8
46013,1
46028,2
46031,3
46044,1
46049,1
46073,2
46084,1
46091,4
46095,20
46098,1
46106,2
46112,8
46114,2
46115,3
46119,2
46122,1
46126,3
46134,1
46139,1
46140,5
46141,3
46143,3
46144,1
46154,1
46157,1
46183,2
46185,2
46193,1
46199,2
46202,7
46206,3
46218,5
46219,6
46220,2
46229,1
46234,3
46243,1
46249,1
46251,5
46252,3
46253,2
46255,1
46258,5
46260,1
46263,3
46267,5
46275,2
46293,2
46295,1
46297,1
46300,1
46306,3
46316,1
46334,2
46338,3
46340,14
46342,2
46345,2
46347,2
46353,1
46368,1
46385,6
46387,1
46394,4
46396,32
46398,1
46403,1
46405,1
46416,2
46420,2
46427,13
46431,1
46449,4
46457,4
46465,5
46471,1
46472,2
46486,10
46496,6
46500,7
46502,3
46503,3
46504,3
46505,1
46511,1
46513,1
46519,2
46520,3
46524,1
46531,7
46533,2
46535,1
46544,1
46545,23
46547,4
46559,1
46562,1
46565,2
46567,2
46569,7
46572,2
46575,4
46589,9
46592,1
46593,1
46604,1
46607,4
46609,3
46615,2
46618,1
46619,3
46626,2
46634,1
46641,10
46648,8
46650,1
46651,3
46653,7
46655,7
46668,6
46679,5
46680,1
46681,2
46682,2
46685,1
46693,3
46698,9
46702,1
46709,1
46713,2
46714,1
46732,3
46739,2
46748,1
46750,2
46751,6
46755,1
46758,1
46761,2
46774,3
46779,8
46780,2
46792,1
46802,2
46809,6
46821,4
46823,1
46841,3
46845,15
46847,1
46853,1
46854,1
46866,3
46872,1
46876,3
46881,1
46893,1
46896,1
46899,1
46903,1
46912,3
46919,2
46921,2
46922,2
46923,4
46924,1
46925,4
46927,2
46930,2
46932,2
46934,1
46938,6
46940,1
46944,4
46949,2
46951,6
46966,3
46970,4
46971,1
46976,3
46978,1
46980,1
46983,1
46991,2
46992,1
46995,2
47018,2
47019,4
47021,2
47039,1
47043,2
47045,7
47052,9
47056,1
47060,3
47064,6
47068,2
47070,4
47078,2
47080,3
47081,3
47082,1
47091,4
47092,2
47097,1
47098,3
47103,2
47115,2
47116,3
47121,1
47125,1
47136,1
47143,6
47146,2
47147,1
47154,16
47159,2
47160,5
47164,2
47169,4
47171,4
47172,1
47175,3
47179,2
47186,1
47201,3
47204,1
47208,5
47211,4
47212,3
47227,1
47243,2
47255,1
47257,4
47259,3
47262,1
47271,3
47278,2
47279,1
47280,2
47288,4
47289,6
47293,8
47303,2
47306,5
47307,5
47309,14
47311,2
47312,1
47317,12
47320,1
47325,3
47344,2
47346,1
47355,1
47361,4
47362,2
47363,2
47364,2
47374,1
47381,1
47393,3
47395,5
47396,3
47402,2
47411,4
47414,12
47415,2
47420,16
47421,3
47425,1
47437,4
47438,2
47439,39
47440,2
47446,2
47449,1
47451,9
47464,1
47468,2
47469,2
47470,13
47473,3
47489,2
47490,5
47492,1
47493,1
47500,7
47508,1
47509,2
47511,1
47519,3
47520,2
47522,3
47532,1
47536,1
47548,2
47550,2
47551,3
47559,21
47562,3
47568,2
47574,2
47581,3
47586,1
47587,4
47588,1
47591,1
47596,1
47602,1
47607,2
47610,1
47627,3
47634,23
47643,10
47651,2
47653,1
47666,6
47667,1
47685,1
47689,3
47690,3
47693,2
47695,9
47697,1
47707,1
47714,4
47718,1
47720,3
47722,8
47727,1
47728,1
47753,3
47758,2
47760,1
47761,1
47767,7
47775,1
47780,1
47785,5
47789,1
47807,4
47814,2
47818,6
47822,2
47823,6
47829,4
47832,4
47834,2
47835,1
47838,2
47839,2
47846,2
47848,18
47851,2
47852,2
47872,1
47875,11
47878,2
47879,1
47885,1
47888,1
47889,2
47892,1
47893,13
47896,11
47903,1
47909,2
47910,2
47915,1
47922,3
47928,2
47931,6
47935,11
47938,2
47939,1
47944,1
47945,3
47951,8
47956,2
47960,1
47968,3
47975,6
47976,5
47985,1
47989,2
47994,7
47996,1
48003,1
48005,1
48006,2
48008,2
48032,5
48033,21
48034,1
48042,2
48043,7
48062,7
48069,1
48070,6
48079,3
48080,3
48083,10
48084,2
48087,1
48089,4
48090,1
48103,1
48106,5
48109,1
48119,1
48120,1
48121,7
48122,1
48124,7
48125,2
48127,1
48128,2
48131,3
48133,1
48135,2
48136,9
48141,1
48142,1
48143,2
48150,1
48154,3
48155,1
48159,7
48162,9
48165,7
48169,3
48172,2
48178,5
48184,1
48192,1
48204,1
48206,2
48210,2
48221,4
48222,1
48227,1
48233,2
48241,2
48244,1
48248,1
48249,1
48265,8
48266,8
48286,1
48288,2
48290,4
48312,1
48318,1
48320,2
48321,1
48323,2
48325,11
48326,2
48331,2
48337,2
48341,1
48344,20
48353,3
48355,10
48359,2
48360,1
48370,3
48372,3
48373,1
48375,1
48381,3
48389,5
48392,14
48397,1
48401,1
48402,1
48411,3
48416,5
48422,2
48423,1
48431,1
48432,1
48443,1
48464,1
48469,1
48470,5
48473,2
48474,1
48477,2
48485,2
48498,14
48506,2
48507,1
48510,4
48515,2
48519,2
48524,6
48527,24
48531,2
48537,2
48538,4
48540,9
48544,5
48560,2
48562,2
48565,19
48566,2
48567,1
48569,2
48574,3
48580,2
48581,9
48582,2
48591,7
48597,2
48599,1
48602,2
48604,1
48606,7
48609,2
48618,1
48623,4
48624,1
48625,4
48627,1
48630,2
48633,3
48636,6
48645,1
48650,1
48652,9
48656,1
48660,4
48666,1
48682,3
48684,4
48686,2
48687,2
48694,2
48706,1
48713,1
48725,3
48726,3
48727,11
48729,3
48734,5
48748,1
48753,5
48757,1
48759,3
48765,2
48780,2
48784,1
48789,1
48792,5
48793,7
48798,3
48810,2
48811,1
48816,5
48821,17
48823,1
48824,1
48827,4
48831,1
48833,2
48834,2
48835,2
48843,1
48849,6
48853,3
48856,3
48865,2
48870,7
48873,2
48887,2
48899,3
48903,3
48915,1
48918,4
48919,8
48922,1
48927,1
48933,1
48935,7
48937,5
48940,6
48950,5
48958,1
48972,1
48983,9
48985,2
48987,3
48991,9
48992,1
49000,1
49006,3
49011,1
49013,2
49014,1
49018,12
49021,4
49023,1
49034,3
49037,5
49039,2
49040,7
49044,1
49050,1
49069,1
49075,15
49080,4
49089,3
49090,1
49097,2
49110,1
49112,4
49113,1
49122,14
49130,2
49134,1
49136,5
49139,3
49141,8
49144,2
49147,5
49154,6
49158,3
49161,1
49163,2
49167,10
49177,6
49186,2
49194,6
49197,1
49201,16
49204,10
49205,20
49207,7
49214,12
49215,1
49216,1
49217,1
49225,3
49226,1
49228,4
49229,26
49234,2
49243,3
49254,1
49257,3
49270,21
49279,6
49280,12
49285,12
49287,8
49294,4
49295,3
49299,1
49303,1
49306,2
49311,2
49317,3
49318,2
49319,1
49325,2
49328,1
49330,2
49336,7
49337,6
49346,1
49348,2
49349,1
49350,3
49360,1
49396,2
49417,5
49425,1
49426,1
49429,4
49431,1
49437,1
49451,3
49455,2
49458,3
49478,2
49482,4
49484,11
49497,2
49498,2
49499,11
49502,5
49504,3
49505,4
49506,2
49513,1
49517,1
49524,2
49526,2
49533,1
49545,1
49546,1
49550,2
49551,16
49555,1
49556,3
49557,2
49562,19
49563,4
49566,6
49567,3
49575,1
49585,3
49591,1
49592,3
49599,1
49601,2
49605,1
49612,1
49614,1
49649,2
49655,1
49657,2
49663,1
49668,22
49673,3
49674,2
49675,2
49680,1
49685,2
49686,1
49693,2
49694,4
49706,1
49708,4
49720,3
49723,1
49731,10
49733,2
49734,20
49742,1
49743,2
49747,2
49756,7
49773,11
49774,1
49782,2
49783,4
49784,4
49785,2
49786,3
49789,1
49791,1
49793,2
49795,2
49798,4
49809,4
49814,5
49817,33
49820,1
49832,1
49836,1
49837,1
49841,1
49842,3
49847,3
49851,8
49853,1
49855,1
49856,3
49857,21
49868,1
49869,2
49878,4
49880,2
49890,2
49894,2
49896,4
49898,5
49936,4
49942,11
49943,2
49947,1
49951,1
49952,5
49953,3
49954,1
49971,2
49976,1
49989,11
49994,3
49999,30
50002,2
50021,11
50022,2
50025,2
50026,3
50027,2
50032,3
50035,1
50047,2
50055,2
50056,1
50062,1
50064,8
50068,1
50069,1
50071,4
50079,5
50084,1
50090,4
50095,2
50096,1
50098,3
50102,1
50108,3
50111,1
50120,2
50131,2
50132,3
50133,2
50150,1
50164,1
50168,34
50176,3
50179,5
50180,5
50183,1
50187,1
50188,1
50189,2
50200,2
50203,2
50207,5
50212,3
50216,1
50231,9
50233,3
50239,2
50247,3
50255,1
50258,2
50261,4
50271,1
50272,1
50285,11
50289,4
50295,1
50302,1
50305,1
50308,1
50311,3
50314,2
50320,1
50329,4
50333,1
50353,2
50364,1
50369,3
50376,3
50381,4
50385,1
50388,5
50398,5
50404,2
50406,2
50413,4
50418,2
50421,19
50428,5
50439,1
50441,23
50444,1
50462,2
50465,1
50469,1
50489,13
50491,3
50497,4
50501,5
50506,1
50517,2
50518,2
50520,2
50534,2
50535,2
50545,4
50548,1
50550,2
50559,2
50560,7
50565,2
50567,18
50570,22
50577,7
50578,1
50579,8
50585,1
50589,1
50597,2
50598,4
50600,1
50609,1
50615,5
50620,1
50623,3
50625,1
50627,4
50638,2
50646,3
50648,1
50655,1
50656,9
50658,2
50659,4
50663,2
50664,2
50667,4
50674,2
50675,2
50676,2
50694,8
50697,1
50701,5
50732,3
50736,1
50738,3
50741,3
50746,33
50748,1
50750,1
50759,5
50761,1
50763,3
50765,2
50769,1
50770,1
50777,1
50780,2
50782,1
50791,1
50792,3
50796,2
50797,5
50798,3
50800,1
50810,1
50816,1
50818,1
50823,3
50829,4
50835,2
50850,1
50857,6
50873,1
50877,1
50879,1
50880,1
50881,2
50884,1
50886,3
50889,3
50893,1
50895,1
