TargetUser,OtherUser,CommonItems
134,67365,3
134,67377,1
134,67385,1
134,67387,7
134,67392,1
134,67408,1
134,67411,1
134,67424,1
134,67426,1
134,67432,1
134,67434,2
134,67435,1
134,67444,1
134,67447,2
134,67452,3
134,67459,1
134,67473,1
134,67476,1
134,67512,1
134,67519,1
134,67525,3
134,67527,10
134,67530,1
134,67533,4
134,67541,6
134,67542,1
134,67544,4
134,67551,1
134,67563,8
134,67565,1
134,67569,5
134,67574,1
134,67581,1
134,67589,2
134,67600,1
134,67601,2
134,67604,9
134,67623,1
134,67624,3
134,67625,2
134,67629,2
134,67652,2
134,67653,1
134,67655,1
134,67667,2
134,67673,1
134,67676,2
134,67679,1
134,67683,2
134,67687,1
134,67692,1
134,67707,1
134,67709,4
134,67716,1
134,67719,1
134,67736,3
134,67743,5
134,67745,1
134,67746,3
134,67752,1
134,67754,2
134,67767,3
134,67770,1
134,67780,2
134,67789,2
134,67793,6
134,67800,3
134,67811,1
134,67821,1
134,67832,5
134,67835,1
134,67854,1
134,67857,1
134,67865,1
134,67874,3
134,67875,1
134,67881,4
134,67885,3
134,67892,2
134,67905,1
134,67909,3
134,67910,3
134,67943,1
134,67946,1
134,67947,3
134,67948,1
134,67961,9
134,67963,1
134,67966,1
134,67968,1
134,67971,4
134,67974,3
134,67981,1
134,67984,1
134,67995,1
134,67996,8
134,67999,3
134,68000,3
134,68003,1
134,68006,1
134,68009,1
134,68026,9
134,68027,1
134,68029,1
134,68032,1
134,68037,1
134,68047,1
134,68051,1
134,68061,1
134,68064,1
134,68071,1
134,68073,1
134,68074,1
134,68086,1
134,68094,1
134,68105,3
134,68106,6
134,68126,1
134,68127,1
134,68132,2
134,68145,1
134,68154,1
134,68158,1
134,68161,7
134,68164,3
134,68165,1
134,68167,3
134,68173,3
134,68174,5
134,68179,1
134,68184,1
134,68189,2
134,68206,1
134,68208,1
134,68210,1
134,68212,3
134,68214,9
134,68215,6
134,68222,1
134,68228,1
134,68232,1
134,68238,1
134,68252,3
134,68257,4
134,68260,4
134,68262,2
134,68278,1
134,68286,1
134,68287,1
134,68289,1
134,68292,1
134,68319,1
134,68330,1
134,68332,1
134,68336,2
134,68345,1
134,68371,2
134,68377,1
134,68391,5
134,68414,1
134,68415,4
134,68419,1
134,68422,1
134,68442,2
134,68445,2
134,68447,1
134,68448,1
134,68449,2
134,68451,1
134,68461,1
134,68464,1
134,68465,1
134,68469,1
134,68472,1
134,68490,4
134,68495,2
134,68497,7
134,68501,5
134,68502,1
134,68507,4
134,68534,1
134,68555,1
134,68557,1
134,68564,7
134,68575,9
134,68581,2
134,68582,1
134,68587,2
134,68601,2
134,68605,1
134,68627,4
134,68638,1
134,68653,1
134,68667,3
134,68669,1
134,68678,2
134,68681,4
134,68683,1
134,68685,1
134,68687,3
134,68699,3
134,68710,10
134,68744,8
134,68747,1
134,68757,1
134,68765,1
134,68771,1
134,68772,2
134,68788,1
134,68790,1
134,68792,3
134,68795,2
134,68814,3
134,68815,1
134,68818,1
134,68821,3
134,68832,1
134,68848,1
134,68856,1
134,68857,1
134,68860,1
134,68863,1
134,68866,1
134,68872,1
134,68882,4
134,68887,2
134,68890,1
134,68892,7
134,68904,1
134,68906,1
134,68918,3
134,68919,1
134,68928,1
134,68954,1
134,68955,2
134,68956,2
134,68961,1
134,68963,1
134,68973,1
134,68985,7
134,68999,1
134,69001,1
134,69021,4
134,69024,4
134,69030,1
134,69036,2
134,69038,2
134,69039,1
134,69042,1
134,69043,4
134,69046,1
134,69054,1
134,69056,1
134,69059,1
134,69063,1
134,69064,3
134,69065,1
134,69066,1
134,69076,1
134,69077,1
134,69104,1
134,69105,1
134,69114,1
134,69117,3
134,69126,2
134,69128,6
134,69131,1
134,69137,1
134,69145,5
134,69152,1
134,69170,1
134,69183,1
134,69194,1
134,69204,2
134,69212,5
134,69223,2
134,69224,1
134,69228,1
134,69230,1
134,69236,4
134,69248,1
134,69250,2
134,69266,1
134,69268,5
134,69269,1
134,69286,1
134,69288,1
134,69299,2
134,69301,1
134,69305,1
134,69308,3
134,69309,5
134,69339,1
134,69343,3
134,69349,2
134,69357,3
134,69375,2
134,69376,1
134,69377,1
134,69380,2
134,69382,1
134,69383,1
134,69384,4
134,69409,1
134,69418,1
134,69420,2
134,69422,1
134,69426,2
134,69434,1
134,69439,2
134,69440,1
134,69451,4
134,69461,1
134,69466,1
134,69473,1
134,69480,1
134,69482,2
134,69483,1
134,69488,1
134,69513,1
134,69516,1
134,69533,1
134,69542,2
134,69580,2
134,69582,5
134,69599,1
134,69603,3
134,69612,2
134,69613,6
134,69630,3
134,69631,1
134,69632,1
134,69635,4
134,69636,1
134,69642,2
134,69646,1
134,69647,4
134,69648,2
134,69655,1
134,69662,8
134,69666,1
134,69669,3
134,69671,1
134,69677,3
134,69678,3
134,69679,1
134,69688,2
134,69700,1
134,69707,1
134,69708,1
134,69718,1
134,69726,6
134,69730,1
134,69761,1
134,69767,2
134,69768,2
134,69781,1
134,69786,1
134,69791,2
134,69803,2
134,69807,3
134,69848,1
134,69851,2
134,69862,1
134,69863,1
134,69865,1
134,69872,2
134,69874,3
134,69879,1
134,69885,4
134,69887,3
134,69892,3
134,69896,4
134,69900,1
134,69912,1
134,69914,1
134,69926,3
134,69930,1
134,69934,8
134,69952,2
134,69953,2
134,69963,2
134,69977,2
134,69982,1
134,69983,1
134,69985,1
134,69988,5
134,69999,1
134,70006,2
134,70007,1
134,70025,9
134,70040,1
134,70043,1
134,70046,1
134,70051,1
134,70052,2
134,70059,1
134,70061,1
134,70075,1
134,70080,3
134,70097,1
134,70101,1
134,70118,4
134,70123,1
134,70132,1
134,70134,1
134,70135,4
134,70136,2
134,70141,3
134,70142,1
134,70143,2
134,70149,1
134,70165,2
134,70178,9
134,70183,1
134,70186,2
134,70192,1
134,70201,9
134,70205,3
134,70217,1
134,70228,1
134,70230,1
134,70231,2
134,70241,2
134,70243,4
134,70246,1
134,70247,1
134,70274,4
134,70277,2
134,70282,6
134,70290,2
134,70295,1
134,70303,8
134,70306,1
134,70307,1
134,70312,1
134,70317,1
134,70325,1
134,70332,2
134,70340,5
134,70342,10
134,70349,1
134,70356,1
134,70376,2
134,70380,2
134,70405,1
134,70418,1
134,70431,2
134,70432,1
134,70439,1
134,70441,1
134,70444,1
134,70448,2
134,70456,1
134,70458,4
134,70460,1
134,70464,1
134,70466,2
134,70490,2
134,70508,7
134,70509,4
134,70527,1
134,70533,2
134,70539,1
134,70541,1
134,70546,1
134,70548,2
134,70550,4
134,70551,3
134,70562,2
134,70569,1
134,70570,3
134,70576,6
134,70580,2
134,70590,1
134,70603,1
134,70618,1
134,70620,2
134,70635,3
134,70636,6
134,70663,4
134,70667,1
134,70669,2
134,70681,1
134,70685,3
134,70701,4
134,70723,1
134,70726,1
134,70733,3
134,70745,1
134,70754,1
134,70756,5
134,70764,1
134,70770,10
134,70788,1
134,70789,1
134,70812,1
134,70816,11
134,70818,2
134,70837,6
134,70841,1
134,70845,2
134,70854,6
134,70858,1
134,70859,1
134,70860,2
134,70865,3
134,70875,3
134,70882,1
134,70888,6
134,70892,1
134,70893,3
134,70902,2
134,70905,2
134,70916,1
134,70929,3
134,70937,1
134,70943,3
134,70946,1
134,70964,12
134,70966,1
134,70976,1
134,70983,1
134,70994,1
134,70996,1
134,71001,8
134,71006,2
134,71016,2
134,71020,2
134,71023,1
134,71042,1
134,71063,1
134,71068,1
134,71073,1
134,71082,1
134,71083,1
134,71088,3
134,71101,4
134,71105,2
134,71116,10
134,71134,2
134,71135,2
134,71137,1
134,71138,5
134,71147,2
134,71153,1
134,71158,1
134,71166,1
134,71188,4
134,71190,4
134,71194,1
134,71195,3
134,71208,1
134,71224,1
134,71229,5
134,71234,1
134,71236,7
134,71241,2
134,71248,3
134,71257,3
134,71260,1
134,71263,1
134,71280,1
134,71293,1
134,71295,1
134,71300,4
134,71311,1
134,71315,12
134,71325,4
134,71334,1
134,71338,1
134,71341,4
134,71342,3
134,71351,1
134,71353,1
134,71357,4
134,71358,1
134,71362,1
134,71367,1
134,71368,3
134,71405,2
134,71415,1
134,71431,5
134,71455,1
134,71457,2
134,71458,3
134,71468,1
134,71471,1
134,71486,1
134,71488,1
134,71511,1
134,71526,4
134,71538,1
134,71540,2
134,71552,2
134,71570,2
134,71577,1
134,71581,2
134,71586,4
134,71593,2
134,71596,1
134,71598,1
134,71599,2
134,71602,1
134,71607,1
134,71612,3
134,71615,1
134,71616,1
134,71629,1
134,71639,1
134,71646,2
134,71655,1
134,71661,1
134,71662,1
134,71663,1
134,71666,3
134,71671,5
134,71674,1
134,71677,1
134,71695,2
134,71696,2
134,71713,3
134,71722,1
134,71723,1
134,71728,2
134,71729,1
134,71730,1
134,71732,1
134,71743,2
134,71747,2
134,71748,1
134,71751,2
134,71759,1
134,71765,3
134,71770,1
134,71782,1
134,71801,4
134,71804,4
134,71822,3
134,71832,1
134,71838,3
134,71848,1
134,71871,4
134,71876,1
134,71898,1
134,71899,2
134,71904,1
134,71905,1
134,71908,3
134,71915,2
134,71916,1
134,71928,5
134,71932,2
134,71933,1
134,71936,2
134,71940,1
134,71954,1
134,71955,1
134,71956,1
134,71961,2
134,71968,1
134,71970,3
134,71977,2
134,71995,8
134,72013,1
134,72024,2
134,72034,1
134,72036,2
134,72071,1
134,72073,4
134,72086,1
134,72090,1
134,72099,1
134,72102,5
134,72130,1
134,72139,1
134,72151,2
134,72153,1
134,72157,1
134,72161,2
134,72177,2
134,72179,5
134,72190,1
134,72221,3
134,72234,3
134,72245,1
134,72253,1
134,72256,1
134,72261,1
134,72263,1
134,72266,5
134,72272,1
134,72276,6
134,72281,2
134,72283,1
134,72289,1
134,72294,1
134,72307,1
134,72315,2
134,72321,1
134,72324,1
134,72335,1
134,72336,1
134,72344,1
134,72346,1
134,72353,1
134,72358,1
134,72372,2
134,72391,1
134,72420,2
134,72422,1
134,72425,1
134,72426,1
134,72428,3
134,72430,1
134,72433,4
134,72435,1
134,72443,1
134,72452,3
134,72468,2
134,72471,1
134,72478,2
134,72483,1
134,72484,3
134,72486,1
134,72490,1
134,72493,1
134,72500,2
134,72508,3
134,72515,2
134,72517,10
134,72528,1
134,72538,1
134,72558,3
134,72572,2
134,72574,2
134,72588,1
134,72590,1
134,72594,1
134,72597,2
134,72598,7
134,72604,3
134,72607,2
134,72629,1
134,72632,1
134,72638,1
134,72639,1
134,72665,5
134,72680,2
134,72684,4
134,72695,2
134,72701,2
134,72707,2
134,72715,1
134,72721,3
134,72723,1
134,72724,2
134,72726,1
134,72729,1
134,72731,1
134,72732,2
134,72748,1
134,72756,1
134,72773,1
134,72776,1
134,72778,1
134,72780,2
134,72792,1
134,72808,1
134,72818,1
134,72823,1
134,72831,2
134,72837,2
134,72839,3
134,72851,3
134,72853,1
134,72858,2
134,72864,1
134,72866,2
134,72873,2
134,72876,1
134,72878,1
134,72879,1
134,72891,2
134,72900,2
134,72920,1
134,72927,1
134,72939,1
134,72942,3
134,72947,7
134,72949,2
134,72963,1
134,72966,1
134,72974,1
134,72984,2
134,72985,3
134,72990,1
134,72992,5
134,73000,1
134,73004,5
134,73007,3
134,73013,1
134,73021,1
134,73023,1
134,73035,1
134,73040,1
134,73042,2
134,73049,1
134,73054,1
134,73068,7
134,73074,11
134,73075,1
134,73081,1
134,73099,1
134,73110,1
134,73113,1
134,73130,2
134,73139,2
134,73140,6
134,73141,1
134,73150,1
134,73160,2
134,73163,1
134,73168,1
134,73175,1
134,73176,1
134,73193,2
134,73202,1
134,73204,1
134,73213,11
134,73216,5
134,73220,5
134,73221,1
134,73226,1
134,73231,2
134,73234,3
134,73237,2
134,73239,1
134,73242,1
134,73246,8
134,73251,1
134,73264,1
134,73266,2
134,73271,1
134,73272,1
134,73277,1
134,73287,2
134,73300,1
134,73310,2
134,73319,3
134,73330,1
134,73346,1
134,73347,3
134,73356,1
134,73357,1
134,73361,3
134,73373,3
134,73378,2
134,73389,1
134,73392,1
134,73393,3
134,73422,1
134,73424,1
134,73426,1
134,73427,1
134,73428,2
134,73438,1
134,73443,1
134,73446,3
134,73455,1
134,73458,2
134,73463,8
134,73466,1
134,73467,2
134,73478,4
134,73486,1
134,73493,1
134,73501,3
134,73507,2
134,73514,1
134,73523,2
134,73525,2
134,73552,1
134,73559,1
134,73576,1
134,73590,1
134,73592,1
134,73593,1
134,73594,1
134,73595,1
134,73597,1
134,73607,5
134,73615,2
134,73621,1
134,73623,2
134,73626,2
134,73628,1
134,73636,1
134,73641,1
134,73648,1
134,73671,5
134,73673,1
134,73676,3
134,73681,1
134,73690,2
134,73700,5
134,73727,3
134,73728,1
134,73729,1
134,73733,3
134,73739,1
134,73752,4
134,73756,1
134,73757,5
134,73771,1
134,73784,3
134,73791,2
134,73800,2
134,73806,1
134,73813,1
134,73840,2
134,73841,1
134,73853,9
134,73860,2
134,73862,3
134,73865,1
134,73876,1
134,73877,2
134,73885,1
134,73886,2
134,73888,4
134,73891,1
134,73903,1
134,73910,3
134,73913,4
134,73923,3
134,73925,3
134,73928,1
134,73930,2
134,73934,1
134,73941,1
134,73960,4
134,73971,1
134,73997,1
134,74008,1
134,74010,1
134,74031,2
134,74033,2
134,74038,1
134,74048,2
134,74071,4
134,74078,1
134,74080,1
134,74089,1
134,74114,2
134,74115,8
134,74124,2
134,74132,5
134,74136,2
134,74137,3
134,74160,1
134,74198,4
134,74219,1
134,74221,1
134,74240,1
134,74241,6
134,74246,1
134,74251,1
134,74256,2
134,74257,1
134,74258,1
134,74261,1
134,74265,2
134,74266,4
134,74292,1
134,74293,2
134,74295,2
134,74300,2
134,74305,4
134,74313,1
134,74318,2
134,74319,2
134,74320,1
134,74322,1
134,74325,3
134,74328,4
134,74330,1
134,74334,5
134,74356,6
134,74364,1
134,74368,1
134,74374,4
134,74386,1
134,74389,1
134,74400,1
134,74405,2
134,74420,3
134,74450,2
134,74452,1
134,74489,2
134,74495,1
134,74498,4
134,74507,3
134,74516,1
134,74520,2
134,74527,1
134,74537,1
134,74545,1
134,74546,2
134,74549,3
134,74550,1
134,74579,2
134,74583,1
134,74594,1
134,74597,1
134,74601,1
134,74604,3
134,74608,1
134,74612,1
134,74613,1
134,74615,1
134,74625,2
134,74637,1
134,74654,6
134,74668,4
134,74672,2
134,74677,2
134,74678,1
134,74682,3
134,74685,1
134,74689,2
134,74695,1
134,74701,2
134,74711,1
134,74712,1
134,74722,1
134,74723,1
134,74724,1
134,74727,1
134,74733,2
134,74734,2
134,74748,2
134,74756,2
134,74758,5
134,74760,2
134,74771,1
134,74786,2
134,74789,1
134,74794,1
134,74798,1
134,74800,2
134,74812,2
134,74814,3
134,74824,1
134,74829,2
134,74854,1
134,74857,1
134,74864,1
134,74880,1
134,74890,5
134,74891,1
134,74901,1
134,74905,1
134,74912,7
134,74930,1
134,74943,7
134,74952,1
134,74955,2
134,74956,2
134,74958,1
134,74961,1
134,74962,3
134,74965,1
134,74966,3
134,74974,1
134,74987,5
134,75000,5
134,75007,1
134,75013,1
134,75026,4
134,75028,2
134,75034,3
134,75054,3
134,75069,3
134,75076,3
134,75079,9
134,75088,1
134,75091,2
134,75098,1
134,75103,1
134,75105,5
134,75106,3
134,75107,2
134,75113,7
134,75130,2
134,75139,1
134,75142,3
134,75159,1
134,75187,1
134,75192,5
134,75203,1
134,75210,6
134,75231,1
134,75233,1
134,75237,1
134,75242,2
134,75246,1
134,75264,2
134,75269,1
134,75287,2
134,75291,1
134,75304,2
134,75311,1
134,75323,1
134,75327,2
134,75328,1
134,75334,2
134,75342,2
134,75349,1
134,75354,1
134,75356,1
134,75359,1
134,75370,2
134,75371,1
134,75398,1
134,75406,5
134,75434,1
134,75435,1
134,75440,1
134,75443,1
134,75444,1
134,75448,7
134,75449,1
134,75455,2
134,75466,2
134,75468,2
134,75472,9
134,75476,1
134,75478,1
134,75479,1
134,75483,1
134,75489,2
134,75491,1
134,75493,1
134,75495,1
134,75497,1
134,75512,2
134,75520,1
134,75523,1
134,75531,1
134,75533,1
134,75542,2
134,75544,1
134,75546,1
134,75550,1
134,75558,1
134,75564,2
134,75567,1
134,75576,4
134,75592,2
134,75601,2
134,75606,1
134,75613,1
134,75618,8
134,75621,1
134,75635,1
134,75650,1
134,75654,1
134,75678,11
134,75679,2
134,75691,5
134,75694,3
134,75696,1
134,75699,5
134,75701,2
134,75702,1
134,75704,3
134,75709,1
134,75713,2
134,75714,1
134,75719,1
134,75720,1
134,75733,1
134,75739,1
134,75743,1
134,75749,2
134,75753,1
134,75764,1
134,75770,4
134,75773,4
134,75779,5
134,75781,1
134,75789,1
134,75804,2
134,75818,2
134,75825,1
134,75826,1
134,75828,1
134,75834,1
134,75836,2
134,75837,1
134,75861,1
134,75866,1
134,75868,2
134,75869,3
134,75872,3
134,75874,3
134,75885,2
134,75891,1
134,75898,1
134,75899,1
134,75904,3
134,75908,1
134,75910,1
134,75912,1
134,75934,2
134,75935,2
134,75936,4
134,75941,4
134,75942,2
134,75944,2
134,75954,2
134,75960,1
134,75961,1
134,75962,6
134,75972,2
134,75981,1
134,75982,2
134,75986,1
134,75990,1
134,76008,3
134,76009,1
134,76010,2
134,76020,1
134,76023,2
134,76024,9
134,76031,1
134,76035,1
134,76047,2
134,76049,3
134,76055,4
134,76059,2
134,76062,1
134,76063,5
134,76064,1
134,76068,1
134,76069,3
134,76081,1
134,76086,4
134,76087,1
134,76092,1
134,76099,1
134,76100,3
134,76107,5
134,76112,6
134,76115,1
134,76129,3
134,76131,1
134,76134,2
134,76143,1
134,76154,2
134,76155,6
134,76156,1
134,76160,1
134,76164,2
134,76173,1
134,76182,2
134,76184,1
134,76187,1
134,76189,3
134,76196,1
134,76209,4
134,76210,2
134,76213,7
134,76223,1
134,76224,1
134,76225,3
134,76232,2
134,76251,1
134,76253,1
134,76259,1
134,76277,1
134,76292,9
134,76308,2
134,76314,1
134,76323,1
134,76324,2
134,76328,1
134,76334,1
134,76346,1
134,76351,1
134,76354,4
134,76357,1
134,76371,1
134,76383,4
134,76387,5
134,76397,1
134,76399,1
134,76404,1
134,76408,2
134,76416,1
134,76420,1
134,76452,1
134,76468,3
134,76493,1
134,76499,2
134,76501,1
134,76502,3
134,76503,2
134,76509,4
134,76510,1
134,76517,3
134,76522,3
134,76525,2
134,76527,1
134,76530,2
134,76537,2
134,76545,1
134,76550,1
134,76563,1
134,76564,3
134,76576,1
134,76582,2
134,76588,1
134,76605,3
134,76606,1
134,76622,2
134,76625,5
134,76626,1
134,76631,1
134,76638,1
134,76644,1
134,76645,1
134,76647,1
134,76653,3
134,76665,2
134,76673,1
134,76674,1
134,76680,1
134,76698,1
134,76712,1
134,76726,2
134,76735,1
134,76737,9
134,76741,3
134,76744,2
134,76748,2
134,76751,3
134,76775,1
134,76777,2
134,76778,1
134,76789,6
134,76793,2
134,76809,1
134,76810,2
134,76814,2
134,76816,3
134,76821,1
134,76826,1
134,76832,2
134,76835,1
134,76841,1
134,76843,1
134,76853,1
134,76866,7
134,76879,5
134,76880,1
134,76881,1
134,76890,1
134,76891,5
134,76895,2
134,76917,1
134,76951,1
134,76959,1
134,76961,1
134,76963,6
134,76968,3
134,76981,1
134,76986,1
134,76992,3
134,76994,2
134,77004,7
134,77009,1
134,77011,1
134,77017,2
134,77018,6
134,77028,1
134,77031,1
134,77040,4
134,77047,2
134,77056,2
134,77058,1
134,77074,5
134,77086,2
134,77088,1
134,77093,1
134,77101,2
134,77109,1
134,77112,1
134,77113,1
134,77115,1
134,77120,2
134,77124,5
134,77134,2
134,77136,1
134,77160,3
134,77171,1
134,77180,1
134,77184,2
134,77200,9
134,77214,2
134,77216,1
134,77220,2
134,77230,1
134,77235,3
134,77236,4
134,77242,1
134,77249,1
134,77258,1
134,77259,2
134,77260,1
134,77280,2
134,77284,3
134,77287,2
134,77295,2
134,77298,1
134,77303,1
134,77311,2
134,77326,1
134,77349,1
134,77366,1
134,77376,1
134,77381,1
134,77387,3
134,77396,1
134,77398,1
134,77418,2
134,77427,1
134,77435,1
134,77437,1
134,77445,3
134,77455,1
134,77457,3
134,77458,1
134,77460,1
134,77461,2
134,77468,2
134,77485,7
134,77486,2
134,77496,2
134,77506,1
134,77511,2
134,77519,1
134,77521,3
134,77523,3
134,77528,1
134,77530,1
134,77543,4
134,77558,3
134,77564,1
134,77573,1
134,77581,2
134,77582,1
134,77589,9
134,77590,1
134,77598,2
134,77613,7
134,77620,1
134,77646,1
134,77649,4
134,77650,1
134,77654,1
134,77659,1
134,77662,2
134,77663,5
134,77671,2
134,77674,1
134,77684,1
134,77685,1
134,77700,1
134,77705,1
134,77733,1
134,77748,1
134,77756,1
134,77767,2
134,77768,1
134,77776,3
134,77779,1
134,77781,1
134,77784,2
134,77797,1
134,77805,1
134,77828,2
134,77830,1
134,77831,1
134,77845,1
134,77846,1
134,77858,1
134,77862,2
134,77865,1
134,77866,2
134,77883,1
134,77926,2
134,77931,1
134,77932,1
134,77935,1
134,77936,3
134,77941,1
134,77942,1
134,77949,2
134,77954,4
134,77968,4
134,77969,1
134,77975,3
134,77976,4
134,77977,1
134,77980,1
134,77992,1
134,77996,1
134,77998,1
134,77999,7
134,78002,1
134,78003,1
134,78009,1
134,78030,1
134,78031,1
134,78035,1
134,78044,1
134,78051,1
134,78055,6
134,78056,2
134,78057,4
134,78073,2
134,78077,1
134,78083,4
134,78097,1
134,78122,2
134,78123,1
134,78124,1
134,78135,2
134,78137,2
134,78139,2
134,78141,5
134,78146,1
134,78149,3
134,78160,4
134,78164,2
134,78173,2
134,78191,4
134,78192,1
134,78199,1
134,78209,1
134,78226,1
134,78229,7
134,78234,1
134,78246,1
134,78252,4
134,78253,3
134,78259,4
134,78268,3
134,78276,1
134,78300,2
134,78301,1
134,78305,8
134,78332,3
134,78335,1
134,78336,2
134,78340,7
134,78346,1
134,78353,1
134,78354,2
134,78362,6
134,78368,1
134,78369,1
134,78386,4
134,78394,1
134,78397,4
134,78425,2
134,78426,2
134,78432,1
134,78437,6
134,78444,2
134,78446,3
134,78451,6
134,78458,1
134,78461,1
134,78464,2
134,78473,1
134,78482,1
134,78489,1
134,78491,1
134,78516,1
134,78523,2
134,78524,2
134,78525,3
134,78528,2
134,78533,2
134,78537,1
134,78554,1
134,78555,1
134,78563,2
134,78564,2
134,78565,1
134,78575,2
134,78576,1
134,78585,1
134,78587,2
134,78598,1
134,78619,1
134,78629,1
134,78632,3
134,78633,1
134,78638,1
134,78639,3
134,78657,1
134,78661,4
134,78665,2
134,78682,1
134,78706,2
134,78723,1
134,78733,1
134,78738,1
134,78740,3
134,78741,1
134,78749,1
134,78761,4
134,78762,1
134,78767,1
134,78769,1
134,78770,10
134,78774,1
134,78806,6
134,78821,2
134,78822,2
134,78824,1
134,78828,1
134,78829,2
134,78835,1
134,78844,2
134,78856,1
134,78861,1
134,78869,2
134,78895,1
134,78900,2
134,78902,3
134,78903,2
134,78911,1
134,78918,2
134,78919,1
134,78920,1
134,78932,1
134,78939,3
134,78946,1
134,78954,4
134,78956,4
134,78979,1
134,78986,1
134,78987,2
134,78999,1
134,79008,1
134,79016,1
134,79018,1
134,79026,2
134,79027,1
134,79032,1
134,79037,3
134,79039,1
134,79053,2
134,79056,2
134,79059,1
134,79074,1
134,79076,2
134,79086,1
134,79102,3
134,79104,3
134,79126,1
134,79130,1
134,79137,4
134,79140,3
134,79141,1
134,79144,1
134,79146,1
134,79147,1
134,79150,1
134,79159,13
134,79167,5
134,79169,1
134,79179,1
134,79182,1
134,79192,6
134,79201,3
134,79216,1
134,79219,1
134,79221,1
134,79223,2
134,79228,1
134,79239,2
134,79249,1
134,79250,1
134,79254,1
134,79264,1
134,79281,2
134,79320,1
134,79322,1
134,79326,3
134,79333,7
134,79347,6
134,79354,2
134,79357,9
134,79366,7
134,79367,4
134,79374,3
134,79377,3
134,79378,2
134,79379,3
134,79393,5
134,79397,1
134,79406,1
134,79410,4
134,79412,1
134,79419,3
134,79423,2
134,79425,1
134,79426,1
134,79427,1
134,79442,1
134,79443,1
134,79444,1
134,79454,2
134,79463,1
134,79465,3
134,79474,1
134,79484,1
134,79490,1
134,79493,1
134,79497,4
134,79498,1
134,79499,8
134,79513,1
134,79515,2
134,79522,1
134,79529,1
134,79530,1
134,79541,2
134,79543,3
134,79547,2
134,79554,1
134,79556,1
134,79570,3
134,79573,2
134,79584,2
134,79587,3
134,79592,1
134,79605,2
134,79611,1
134,79612,2
134,79618,1
134,79624,5
134,79626,1
134,79630,1
134,79635,1
134,79643,6
134,79671,1
134,79677,5
134,79682,2
134,79687,3
134,79694,1
134,79700,3
134,79718,1
134,79722,2
134,79726,2
134,79742,2
134,79743,1
134,79748,1
134,79751,2
134,79754,1
134,79759,1
134,79763,1
134,79764,2
134,79769,1
134,79770,1
134,79775,1
134,79776,3
134,79779,1
134,79783,2
134,79784,1
134,79787,1
134,79792,3
134,79796,1
134,79797,1
134,79802,2
134,79805,2
134,79807,1
134,79810,2
134,79819,1
134,79820,1
134,79825,1
134,79830,1
134,79832,1
134,79855,4
134,79867,2
134,79873,2
134,79883,1
134,79886,1
134,79893,2
134,79898,1
134,79900,1
134,79901,6
134,79914,1
134,79920,2
134,79935,2
134,79936,1
134,79938,4
134,79939,1
134,79941,1
134,79942,1
134,79951,1
134,79954,1
134,79964,2
134,79969,2
134,79971,1
134,79980,1
134,79988,1
134,80007,3
134,80019,1
134,80025,1
134,80026,1
134,80031,2
134,80043,1
134,80045,1
134,80048,4
134,80049,2
134,80061,5
134,80062,2
134,80075,6
134,80076,1
134,80086,1
134,80092,5
134,80094,1
134,80095,6
134,80099,6
134,80111,1
134,80112,2
134,80119,2
134,80122,2
134,80126,1
134,80127,3
134,80129,1
134,80132,1
134,80155,1
134,80176,2
134,80185,6
134,80190,1
134,80206,1
134,80209,1
134,80219,2
134,80227,2
134,80233,1
134,80234,1
134,80239,2
134,80242,2
134,80248,1
134,80261,2
134,80272,1
134,80276,7
134,80287,2
134,80294,4
134,80300,1
134,80313,1
134,80321,1
134,80325,1
134,80328,1
134,80336,1
134,80342,1
134,80345,1
134,80355,1
134,80369,1
134,80374,1
134,80379,1
134,80385,1
134,80391,10
134,80398,1
134,80430,1
134,80434,3
134,80448,1
134,80453,1
134,80456,2
134,80470,2
134,80474,1
134,80476,7
134,80477,2
134,80478,1
134,80480,3
134,80488,1
134,80496,2
134,80500,1
134,80505,2
134,80522,1
134,80537,2
134,80550,1
134,80556,1
134,80576,1
134,80593,1
134,80595,1
134,80598,1
134,80602,1
134,80606,2
134,80608,2
134,80609,1
134,80610,1
134,80611,1
134,80622,1
134,80632,1
134,80640,2
134,80652,1
134,80657,1
134,80672,2
134,80674,3
134,80685,2
134,80690,1
134,80691,2
134,80692,1
134,80718,1
134,80719,1
134,80723,2
134,80729,1
134,80737,2
134,80748,2
134,80751,1
134,80760,7
134,80766,2
134,80779,2
134,80783,4
134,80785,3
134,80795,2
134,80807,1
134,80814,2
134,80815,2
134,80838,1
134,80841,1
134,80844,6
134,80848,1
134,80864,6
134,80868,1
134,80869,1
134,80890,1
134,80894,3
134,80902,1
134,80907,1
134,80909,3
134,80924,2
134,80934,2
134,80942,1
134,80946,4
134,80949,3
134,80952,2
134,80953,1
134,80960,1
134,80969,1
134,80975,4
134,80987,5
134,81000,5
134,81002,1
134,81006,2
134,81020,1
134,81026,2
134,81034,1
134,81035,1
134,81037,2
134,81050,3
134,81052,2
134,81053,2
134,81056,3
134,81075,2
134,81087,4
134,81096,2
134,81108,2
134,81114,2
134,81117,1
134,81124,1
134,81125,1
134,81129,1
134,81172,2
134,81182,4
134,81184,3
134,81186,2
134,81190,1
134,81191,3
134,81192,1
134,81204,5
134,81207,5
134,81210,1
134,81212,4
134,81226,1
134,81245,1
134,81256,2
134,81257,1
